ticket_id,user_id,ticket_date,issue_type,resolution_time_hours
625,2031,2024-05-18,App Crash,41.05
626,4278,2025-01-18,Refund Issue,54.41
627,2157,2024-06-05,Payment Failed,28.54
628,3188,2024-01-02,App Crash,58.65
629,4327,2024-01-03,Refund Issue,42.97
630,2616,2024-01-31,Payment Failed,30.8
631,1763,2025-01-17,App Crash,44.5
632,3815,2025-01-10,Refund Issue,59.65
633,554,2024-05-19,App Crash,35.0
634,3157,2024-01-19,App Crash,42.94
635,4559,2024-08-15,Payment Failed,27.93
636,978,2024-07-08,Wrong Item,53.73
637,3785,2024-07-29,Payment Failed,36.64
638,4445,2024-01-24,Refund Issue,61.72
639,4595,2024-03-17,Wrong Item,12.26
640,1285,2024-05-02,Late Delivery,30.19
641,2793,2025-01-31,App Crash,13.7
642,4500,2024-03-03,Wrong Item,59.17
643,2177,2024-01-27,App Crash,67.21
644,3663,2025-01-07,Payment Failed,38.61
645,1715,2024-08-04,Late Delivery,29.76
646,3861,2024-06-08,App Crash,69.98
647,3735,2024-01-21,Refund Issue,28.63
648,3665,2024-08-15,App Crash,45.76
649,3540,2025-01-28,Payment Failed,26.91
650,4153,2024-11-06,Refund Issue,13.9
651,4898,2024-09-05,Late Delivery,31.93
652,3693,2024-03-22,Late Delivery,7.05
653,2971,2024-10-26,Payment Failed,30.38
654,3808,2024-07-29,Payment Failed,53.02
655,41,2024-09-25,Payment Failed,26.76
656,924,2025-01-14,Refund Issue,60.25
657,2554,2024-03-23,Refund Issue,30.84
658,2847,2024-03-31,Late Delivery,12.39
659,1394,2025-01-10,Wrong Item,23.88
660,3545,2024-10-14,Payment Failed,53.23
661,3292,2024-09-14,Refund Issue,4.79
662,351,2024-12-04,App Crash,51.66
663,3484,2024-06-18,Payment Failed,69.05
664,2979,2025-01-18,Payment Failed,18.27
665,956,2024-06-05,Refund Issue,47.23
666,1403,2024-03-19,Refund Issue,57.66
667,3706,2024-08-20,Late Delivery,54.14
668,4165,2024-04-15,App Crash,28.04
669,3684,2025-01-15,Refund Issue,9.36
670,1347,2024-05-16,App Crash,5.9
671,2292,2024-05-12,Wrong Item,19.54
672,1868,2024-10-28,Wrong Item,64.87
673,4486,2024-12-30,Refund Issue,59.92
674,3673,2024-09-05,Refund Issue,60.19
675,704,2024-10-21,App Crash,14.16
676,3901,2025-01-14,App Crash,19.5
677,1583,2024-11-02,Late Delivery,28.36
678,2803,2024-03-17,App Crash,49.68
679,260,2024-07-10,Late Delivery,10.99
680,2201,2024-02-28,Wrong Item,50.8
681,2893,2024-11-24,Wrong Item,63.3
682,735,2024-11-01,Payment Failed,22.23
683,4034,2024-09-02,Late Delivery,38.9
684,228,2024-12-19,Refund Issue,55.78
685,1481,2024-04-09,App Crash,34.37
686,789,2024-07-29,Refund Issue,23.53
687,2521,2024-07-27,Late Delivery,48.0
688,544,2024-11-19,Payment Failed,20.78
689,3308,2024-06-13,App Crash,49.31
690,3798,2024-05-21,Wrong Item,59.6
691,2702,2024-08-16,Late Delivery,58.16
692,3452,2025-01-10,Wrong Item,46.49
693,3837,2024-07-06,Late Delivery,52.41
694,896,2024-09-17,Late Delivery,10.37
695,1946,2024-08-24,Wrong Item,58.96
696,4600,2024-10-13,Late Delivery,44.43
697,3939,2024-12-25,App Crash,4.38
698,4489,2024-12-07,Wrong Item,63.17
699,624,2025-01-07,Wrong Item,27.03
700,2862,2024-05-04,App Crash,41.9
701,3259,2024-12-07,Late Delivery,28.97
702,542,2024-09-04,Late Delivery,25.77
703,995,2024-02-04,Payment Failed,17.43
704,3866,2024-01-31,Payment Failed,28.88
705,2703,2024-12-24,Refund Issue,16.22
706,399,2024-06-14,Refund Issue,17.65
707,1524,2024-04-06,App Crash,66.81
708,4991,2024-10-27,Wrong Item,9.29
709,4018,2025-01-16,Late Delivery,63.29
710,2130,2024-12-22,App Crash,10.74
711,4182,2024-03-14,Late Delivery,53.93
712,1745,2024-06-30,Wrong Item,34.47
713,864,2024-11-27,App Crash,54.67
714,1409,2024-12-31,Refund Issue,22.83
715,3338,2024-10-29,Refund Issue,57.46
716,3364,2024-01-29,App Crash,21.92
717,3982,2024-08-08,App Crash,11.88
718,333,2024-12-20,Late Delivery,70.51
719,734,2024-09-10,App Crash,26.85
720,1564,2024-08-23,Payment Failed,63.54
721,1599,2024-03-02,App Crash,2.25
722,3018,2024-10-12,Refund Issue,46.2
723,4809,2024-06-14,Wrong Item,50.75
724,584,2024-04-09,Refund Issue,38.74
725,1993,2024-12-31,App Crash,59.07
726,2870,2024-07-24,Late Delivery,42.3
727,2005,2024-01-02,Late Delivery,70.09
728,2269,2025-01-28,Refund Issue,68.65
729,2706,2024-11-21,Wrong Item,52.82
730,2056,2024-02-24,App Crash,33.45
731,3386,2024-08-31,Refund Issue,8.13
732,4734,2024-05-28,App Crash,63.49
733,3767,2024-04-24,Late Delivery,30.04
734,2211,2024-12-24,App Crash,35.82
735,1313,2024-01-11,Payment Failed,62.32
736,554,2024-05-11,Wrong Item,31.68
737,3050,2024-02-01,Late Delivery,23.89
738,2605,2024-03-21,Refund Issue,24.37
739,1935,2024-06-28,Late Delivery,66.96
740,2613,2024-07-12,App Crash,59.56
741,3604,2024-01-31,App Crash,18.12
742,2503,2024-01-24,Wrong Item,23.89
743,1225,2024-05-30,App Crash,65.04
744,4213,2024-03-02,Late Delivery,20.86
745,699,2024-04-12,Refund Issue,71.61
746,2878,2024-02-20,App Crash,54.94
747,4351,2024-07-28,Refund Issue,5.55
748,4908,2024-12-15,App Crash,15.06
749,3238,2024-07-22,Wrong Item,30.17
750,4061,2024-09-10,Wrong Item,55.49
751,2045,2024-08-26,Refund Issue,3.25
752,1523,2024-06-29,Late Delivery,71.87
753,3920,2024-03-16,Payment Failed,5.08
754,2589,2024-09-02,Late Delivery,62.1
755,998,2024-01-01,Wrong Item,50.8
756,306,2024-08-12,Payment Failed,11.7
757,36,2024-02-26,Payment Failed,61.3
758,4503,2024-03-20,Payment Failed,42.74
759,3632,2024-08-17,Late Delivery,51.59
760,41,2024-10-21,Wrong Item,59.53
761,4939,2024-12-27,Late Delivery,33.97
762,2804,2025-01-11,Refund Issue,17.69
763,3179,2024-12-18,Late Delivery,28.47
764,2501,2024-08-27,Wrong Item,23.37
765,1894,2024-02-22,Wrong Item,12.64
766,4058,2024-08-12,App Crash,3.7
767,32,2024-08-08,Payment Failed,49.02
768,4565,2024-04-19,App Crash,23.24
769,989,2025-01-14,Late Delivery,40.09
770,3978,2024-06-15,Wrong Item,25.04
771,2063,2024-01-05,App Crash,35.2
772,3376,2024-07-29,Late Delivery,30.98
773,974,2025-01-24,Late Delivery,12.93
774,1017,2024-05-31,Wrong Item,12.39
775,3569,2024-04-01,Late Delivery,4.79
776,4499,2024-12-22,Refund Issue,21.29
777,1780,2024-08-22,Payment Failed,13.64
778,1780,2024-03-21,Late Delivery,45.1
779,915,2024-10-18,Late Delivery,31.93
780,164,2025-01-03,Late Delivery,21.51
781,3767,2024-11-07,App Crash,50.66
782,477,2024-01-13,Payment Failed,22.82
783,1564,2024-12-18,Payment Failed,51.55
784,4409,2024-05-30,Refund Issue,67.56
785,1460,2024-04-17,Payment Failed,28.39
786,1516,2024-09-19,Payment Failed,18.05
787,2341,2024-10-07,Payment Failed,40.21
788,4664,2024-11-18,App Crash,52.7
789,1649,2024-02-21,Late Delivery,16.91
790,771,2024-09-06,Late Delivery,1.22
791,2711,2025-01-03,Payment Failed,39.82
792,647,2024-07-27,Refund Issue,62.19
793,978,2024-08-24,App Crash,45.64
794,1232,2024-07-22,App Crash,22.52
795,1966,2024-03-10,App Crash,8.5
796,260,2024-03-26,Payment Failed,30.39
797,396,2024-08-12,Wrong Item,36.61
798,3139,2024-01-18,Payment Failed,15.37
799,2393,2024-03-14,Refund Issue,68.23
800,3644,2025-01-12,Late Delivery,27.65
801,3759,2024-06-27,Wrong Item,42.42
802,1084,2024-06-08,App Crash,38.5
803,1903,2024-05-06,Payment Failed,48.8
804,3755,2024-02-06,Payment Failed,68.35
805,214,2024-07-21,Late Delivery,20.1
806,1805,2024-11-23,Wrong Item,36.11
807,4004,2024-04-28,Payment Failed,49.78
808,4858,2024-10-21,Late Delivery,51.89
809,2745,2024-02-04,App Crash,10.95
810,1175,2024-06-12,Payment Failed,26.47
811,2240,2024-09-18,Payment Failed,14.09
812,3256,2024-06-07,App Crash,43.43
813,2835,2024-08-03,Payment Failed,44.5
814,3990,2024-05-19,Late Delivery,31.25
815,976,2024-09-04,Wrong Item,42.98
816,4109,2024-03-05,Refund Issue,19.2
817,3159,2024-06-20,Payment Failed,3.2
818,476,2024-08-02,Wrong Item,31.58
819,3559,2024-01-28,Refund Issue,37.99
820,2284,2024-05-24,Wrong Item,15.34
821,3409,2024-07-15,Payment Failed,15.02
822,3784,2024-08-27,Payment Failed,4.81
823,3365,2024-09-19,Refund Issue,24.87
824,3371,2024-03-21,Late Delivery,20.4
825,4484,2024-11-30,Payment Failed,22.85
826,4952,2024-01-23,Payment Failed,6.22
827,2194,2024-12-15,Payment Failed,59.9
828,4111,2024-04-14,App Crash,37.68
829,3453,2024-08-11,Payment Failed,71.38
830,3942,2024-11-13,Late Delivery,58.55
831,452,2024-01-11,Wrong Item,14.95
832,3306,2024-07-19,Wrong Item,57.17
833,3058,2024-12-21,Refund Issue,19.81
834,4704,2024-02-25,Payment Failed,10.17
835,1840,2024-06-12,Payment Failed,5.77
836,1052,2024-12-29,Late Delivery,66.97
837,98,2024-12-25,Refund Issue,5.29
838,419,2024-06-28,App Crash,29.55
839,3540,2024-01-17,Refund Issue,4.75
840,3754,2024-12-05,Refund Issue,1.0
841,123,2024-04-04,App Crash,14.2
842,995,2024-07-20,App Crash,65.37
843,1643,2024-02-03,Refund Issue,52.78
844,3229,2024-05-01,Late Delivery,63.49
845,2300,2024-05-11,Late Delivery,16.43
846,2867,2024-01-16,App Crash,14.37
847,2663,2024-12-25,Refund Issue,6.35
848,1271,2024-11-15,App Crash,26.57
849,2680,2024-08-29,Late Delivery,29.71
850,1246,2024-04-25,Refund Issue,69.18
851,3983,2024-02-17,Late Delivery,21.06
852,3686,2024-03-10,App Crash,9.38
853,4598,2024-03-20,Late Delivery,51.11
854,1774,2025-01-29,Wrong Item,16.47
855,2608,2024-12-10,Refund Issue,37.15
856,184,2024-01-29,Late Delivery,45.53
857,2585,2024-12-30,App Crash,45.36
858,440,2024-08-09,Refund Issue,47.35
859,1040,2024-07-15,App Crash,29.55
860,2758,2024-08-12,Late Delivery,55.94
861,4468,2024-08-10,App Crash,52.94
862,4541,2024-07-26,Wrong Item,66.64
863,58,2024-06-14,App Crash,19.19
864,2213,2024-05-26,Refund Issue,25.88
865,1118,2024-12-01,Payment Failed,38.4
866,4053,2024-01-03,Payment Failed,69.25
867,1871,2024-06-15,Wrong Item,44.94
868,3089,2024-04-29,Late Delivery,21.89
869,3534,2025-01-11,Wrong Item,25.73
870,2085,2024-11-21,Payment Failed,30.79
871,1255,2024-04-01,Wrong Item,26.3
872,3244,2024-05-22,App Crash,8.39
873,3798,2024-03-21,Payment Failed,21.53
874,831,2024-11-17,Refund Issue,48.81
875,2672,2024-11-29,Wrong Item,35.71
876,3969,2024-02-28,Wrong Item,27.73
877,1736,2024-12-20,Refund Issue,24.94
878,3226,2024-07-29,Payment Failed,16.72
879,3086,2024-10-16,Payment Failed,9.91
880,344,2024-05-22,Payment Failed,34.51
881,4789,2024-04-23,Wrong Item,68.67
882,2381,2024-06-20,Refund Issue,50.16
883,4282,2024-04-24,Refund Issue,66.21
884,3178,2024-12-25,Wrong Item,23.76
885,3697,2024-03-26,Late Delivery,14.36
886,3775,2024-09-13,Late Delivery,11.85
887,3415,2025-01-16,Payment Failed,42.93
888,3893,2024-08-10,Late Delivery,23.75
889,3471,2024-02-07,Refund Issue,8.88
890,2611,2024-08-26,Payment Failed,54.2
891,1873,2024-10-08,Refund Issue,66.21
892,4637,2024-12-06,App Crash,57.92
893,99,2024-01-07,Wrong Item,1.41
894,4154,2024-07-06,Wrong Item,35.53
895,4429,2024-10-10,App Crash,49.6
896,4467,2024-02-04,App Crash,41.13
897,2354,2024-05-02,App Crash,25.12
898,1969,2024-09-22,Payment Failed,20.31
899,4111,2024-01-17,Wrong Item,4.33
900,2273,2024-06-19,Wrong Item,13.93
901,22,2024-08-19,Payment Failed,22.42
902,1768,2024-04-24,Refund Issue,55.8
903,3283,2024-04-05,Payment Failed,5.0
904,2241,2024-02-29,App Crash,50.18
905,2316,2024-04-24,Payment Failed,8.24
906,4225,2024-07-12,Wrong Item,40.33
907,2581,2024-08-15,Late Delivery,38.36
908,1142,2024-10-12,App Crash,46.44
909,1367,2025-01-22,Wrong Item,46.97
910,114,2024-11-30,Wrong Item,37.98
911,1253,2024-10-13,App Crash,69.57
912,975,2024-07-16,Refund Issue,45.95
913,266,2024-05-31,Payment Failed,29.37
914,3099,2024-07-01,App Crash,25.57
915,3668,2024-06-19,Refund Issue,34.2
916,19,2024-07-09,Payment Failed,19.11
917,192,2024-03-09,App Crash,10.74
918,1328,2024-07-28,App Crash,18.62
919,898,2024-02-26,Late Delivery,52.7
920,2472,2024-06-10,App Crash,53.37
921,1024,2024-03-02,Wrong Item,3.22
922,3457,2024-01-16,Refund Issue,70.35
923,135,2024-08-13,App Crash,46.46
924,4974,2024-01-06,App Crash,54.86
925,4969,2025-01-11,Payment Failed,59.5
926,4451,2024-06-27,Late Delivery,35.83
927,3501,2024-12-06,Payment Failed,43.73
928,1126,2024-07-06,Refund Issue,3.95
929,1111,2024-09-11,Wrong Item,22.2
930,3079,2024-01-05,App Crash,64.44
931,1040,2024-07-05,Payment Failed,62.2
932,4620,2024-03-21,Late Delivery,51.14
933,3932,2024-11-14,App Crash,30.93
934,2726,2024-07-10,Wrong Item,61.44
935,3533,2024-01-19,Wrong Item,22.22
936,2540,2024-10-14,Late Delivery,57.42
937,4658,2024-07-23,App Crash,63.56
938,4765,2024-09-29,Late Delivery,35.88
939,1349,2024-09-09,Refund Issue,28.44
940,556,2024-05-16,App Crash,68.57
941,3815,2024-05-28,Late Delivery,42.88
942,4190,2024-02-17,Payment Failed,13.83
943,3029,2024-03-05,Late Delivery,22.21
944,4011,2025-01-30,App Crash,11.57
945,3020,2024-04-07,Payment Failed,48.76
946,1539,2024-06-24,Late Delivery,62.74
947,4789,2024-12-10,App Crash,6.63
948,3817,2024-10-27,Late Delivery,4.2
949,530,2024-10-25,App Crash,6.93
950,3638,2024-12-23,Refund Issue,37.74
951,4745,2024-10-06,Late Delivery,52.24
952,1552,2024-10-28,Wrong Item,59.77
953,3787,2024-08-10,Refund Issue,37.82
954,795,2024-12-01,App Crash,70.06
955,4861,2024-03-29,Wrong Item,59.06
956,3484,2024-06-11,Refund Issue,54.93
957,150,2024-10-14,Refund Issue,49.89
958,2615,2024-07-22,Wrong Item,53.89
959,104,2024-11-01,Refund Issue,12.54
960,4734,2024-03-18,Wrong Item,35.15
961,3536,2024-07-23,Late Delivery,52.5
962,953,2024-05-06,App Crash,21.19
963,4994,2024-06-09,Late Delivery,24.3
964,539,2024-08-08,App Crash,66.39
965,3602,2024-01-13,Refund Issue,33.54
966,4244,2024-01-18,Wrong Item,4.13
967,4902,2024-07-15,Wrong Item,63.39
968,2664,2024-11-27,App Crash,26.79
969,453,2024-04-05,Payment Failed,15.86
970,126,2024-06-20,Refund Issue,43.0
971,2110,2024-12-06,Refund Issue,42.15
972,841,2024-06-26,Refund Issue,12.17
973,484,2024-02-02,Payment Failed,64.87
974,4088,2024-07-06,Refund Issue,4.36
975,2522,2024-02-14,Refund Issue,19.43
976,941,2024-09-04,App Crash,36.81
977,1903,2025-01-24,Payment Failed,28.07
978,2476,2024-10-27,Refund Issue,10.82
979,566,2025-01-21,Payment Failed,5.92
980,1771,2024-08-16,Late Delivery,7.47
981,2827,2024-12-21,Refund Issue,70.02
982,3685,2024-07-04,Wrong Item,13.95
983,1078,2024-02-08,App Crash,28.01
984,1841,2024-10-26,Late Delivery,35.97
985,1311,2024-04-12,Refund Issue,11.62
986,3937,2024-08-31,App Crash,14.67
987,2519,2024-09-23,Refund Issue,10.04
988,3050,2024-05-08,App Crash,25.16
989,3717,2024-10-28,Payment Failed,18.25
990,3932,2024-06-20,App Crash,41.48
991,3818,2024-04-21,Payment Failed,62.95
992,2236,2024-02-04,Late Delivery,12.16
993,4156,2024-03-29,Payment Failed,7.6
994,3916,2024-08-20,App Crash,29.06
995,918,2024-04-11,Refund Issue,15.69
996,4166,2024-05-16,App Crash,61.46
997,4805,2025-01-26,Late Delivery,13.7
998,907,2024-05-08,Late Delivery,33.76
999,36,2024-06-20,Payment Failed,25.0
1000,3802,2024-09-28,App Crash,37.2
1001,3351,2024-11-26,Refund Issue,67.5
1002,526,2024-01-11,Wrong Item,68.75
1003,2642,2024-12-08,App Crash,38.47
1004,2621,2024-02-03,Wrong Item,3.07
1005,3114,2024-11-15,Wrong Item,57.63
1006,2752,2024-09-09,Late Delivery,8.95
1007,468,2024-08-04,Late Delivery,46.97
1008,2773,2024-12-18,Payment Failed,31.39
1009,832,2024-03-22,Payment Failed,8.95
1010,3109,2024-02-27,App Crash,25.46
1011,3396,2024-04-11,App Crash,50.95
1012,3891,2024-05-17,Late Delivery,49.36
1013,1298,2024-08-01,Payment Failed,24.49
1014,4862,2025-01-25,App Crash,1.65
1015,2075,2024-02-15,Late Delivery,13.81
1016,4416,2024-07-22,Wrong Item,34.27
1017,4134,2024-05-21,Payment Failed,63.44
1018,1890,2024-12-15,Wrong Item,46.49
1019,284,2024-07-11,Refund Issue,69.79
1020,417,2024-02-09,Refund Issue,28.5
1021,4174,2024-06-12,Late Delivery,33.5
1022,186,2024-03-17,Late Delivery,67.74
1023,3733,2024-12-24,Wrong Item,48.83
1024,3423,2024-08-08,Late Delivery,42.55
1025,4421,2025-01-29,Wrong Item,2.68
1026,891,2024-06-20,Payment Failed,13.11
1027,3034,2024-05-07,Late Delivery,10.17
1028,844,2024-03-18,Late Delivery,11.59
1029,2844,2024-03-13,Late Delivery,16.67
1030,4520,2024-03-06,Refund Issue,18.87
1031,933,2024-12-11,Wrong Item,35.55
1032,4027,2024-05-13,App Crash,15.77
1033,38,2025-01-31,Wrong Item,45.62
1034,1997,2024-08-18,Refund Issue,60.04
1035,2792,2024-01-21,Wrong Item,7.26
1036,4615,2025-01-14,Wrong Item,64.47
1037,1164,2024-12-12,App Crash,17.3
1038,511,2024-09-18,Late Delivery,50.3
1039,2944,2024-02-18,Payment Failed,67.95
1040,4656,2024-01-02,Payment Failed,61.77
1041,1290,2024-02-24,App Crash,28.45
1042,590,2024-05-18,Refund Issue,59.15
1043,2641,2024-09-27,Wrong Item,35.67
1044,4288,2024-12-19,Payment Failed,61.35
1045,2803,2024-02-25,Payment Failed,15.2
1046,142,2024-03-26,Payment Failed,5.48
1047,2178,2024-10-25,Payment Failed,46.78
1048,3950,2025-01-03,Payment Failed,29.05
1049,294,2024-08-14,App Crash,43.3
1050,977,2024-02-07,Late Delivery,6.52
1051,4821,2024-11-11,Payment Failed,54.25
1052,2843,2024-10-12,App Crash,6.97
1053,2938,2024-10-01,Refund Issue,15.88
1054,1714,2024-05-19,Wrong Item,4.79
1055,3665,2024-01-23,Payment Failed,70.16
1056,223,2025-01-31,App Crash,21.16
1057,4447,2024-10-11,Payment Failed,53.71
1058,2738,2024-11-03,Refund Issue,6.59
1059,1253,2024-12-03,Payment Failed,17.09
1060,4822,2024-05-08,Late Delivery,43.72
1061,3079,2024-05-06,App Crash,67.72
1062,4342,2024-08-17,Late Delivery,15.2
1063,3236,2025-01-28,Wrong Item,10.77
1064,4368,2024-06-03,Late Delivery,25.07
1065,1673,2024-10-10,App Crash,59.47
1066,425,2024-12-07,App Crash,12.52
1067,4150,2025-01-26,Refund Issue,10.5
1068,3753,2024-11-27,App Crash,4.11
1069,1482,2025-01-07,Payment Failed,62.28
1070,3787,2025-01-10,Refund Issue,10.28
1071,2137,2024-03-02,App Crash,8.26
1072,4823,2024-03-10,Payment Failed,15.29
1073,2605,2024-07-24,Payment Failed,67.97
1074,1552,2024-09-20,Late Delivery,33.01
1075,915,2024-02-26,App Crash,28.32
1076,3466,2024-09-06,Payment Failed,47.18
1077,4173,2025-01-21,Payment Failed,64.25
1078,1558,2024-11-03,Payment Failed,23.91
1079,2593,2024-05-07,Late Delivery,47.18
1080,1631,2024-01-05,App Crash,58.32
1081,2818,2025-01-07,Payment Failed,10.48
1082,2640,2024-01-08,Refund Issue,32.72
1083,3958,2024-09-23,Refund Issue,63.64
1084,1664,2024-01-10,Refund Issue,43.04
1085,2640,2024-06-14,Late Delivery,58.57
1086,1302,2024-09-20,Payment Failed,10.93
1087,970,2024-10-04,Wrong Item,23.77
1088,2140,2024-10-30,App Crash,5.38
1089,3722,2024-11-07,App Crash,21.5
1090,2809,2024-01-07,Refund Issue,30.23
1091,2350,2024-06-17,Payment Failed,48.79
1092,2507,2024-12-01,Refund Issue,47.84
1093,722,2024-09-17,App Crash,3.6
1094,4776,2024-01-22,Wrong Item,25.78
1095,367,2024-10-06,App Crash,40.19
1096,4780,2024-03-02,Payment Failed,8.9
1097,1564,2024-05-17,App Crash,63.94
1098,923,2024-01-09,Late Delivery,4.24
1099,3190,2024-04-08,Refund Issue,57.69
1100,3516,2024-04-20,Wrong Item,17.45
1101,3456,2024-05-24,Payment Failed,42.63
1102,3889,2024-12-30,App Crash,41.62
1103,1128,2024-01-13,App Crash,21.28
1104,1217,2024-06-23,Refund Issue,44.47
1105,610,2024-01-18,Wrong Item,67.21
1106,1422,2024-10-10,Payment Failed,69.36
1107,1733,2025-01-14,Wrong Item,27.52
1108,1255,2024-02-27,App Crash,67.27
1109,1265,2024-12-21,App Crash,2.92
1110,2724,2025-01-04,Wrong Item,2.66
1111,3851,2024-01-25,Refund Issue,11.26
1112,1290,2024-06-22,App Crash,71.38
1113,4372,2024-07-11,Wrong Item,60.53
1114,478,2024-12-29,Refund Issue,37.56
1115,574,2024-04-23,Payment Failed,18.47
1116,897,2024-06-23,Payment Failed,30.02
1117,865,2024-11-24,App Crash,50.93
1118,3183,2024-09-22,Refund Issue,49.17
1119,916,2025-01-03,App Crash,35.98
1120,3620,2024-12-02,Refund Issue,5.1
1121,1756,2024-08-09,Wrong Item,2.42
1122,1761,2024-10-29,Wrong Item,16.87
1123,4688,2024-10-29,Wrong Item,11.67
1124,2966,2024-01-20,Refund Issue,54.26
1125,1335,2024-11-20,Wrong Item,5.54
1126,3459,2024-04-04,Refund Issue,9.95
1127,444,2024-02-24,Late Delivery,59.09
1128,4477,2024-04-30,Late Delivery,3.63
1129,1688,2024-02-05,Payment Failed,47.08
1130,4856,2024-02-19,Late Delivery,16.12
1131,1972,2024-07-29,Refund Issue,7.1
1132,4957,2024-12-25,Late Delivery,37.45
1133,3323,2024-07-31,Payment Failed,1.68
1134,1140,2024-10-18,App Crash,12.36
1135,4965,2024-06-04,Payment Failed,17.88
1136,3124,2024-08-02,Payment Failed,56.36
1137,2583,2024-01-12,Payment Failed,59.95
1138,4363,2024-03-11,App Crash,14.45
1139,2999,2024-11-21,Wrong Item,55.28
1140,4,2024-02-08,Payment Failed,1.57
1141,3773,2024-03-23,App Crash,62.52
1142,1880,2024-05-28,Refund Issue,44.26
1143,1092,2024-08-08,Late Delivery,43.55
1144,2633,2024-08-17,App Crash,19.49
1145,895,2024-08-04,Wrong Item,44.18
1146,4370,2024-05-12,Payment Failed,28.81
1147,1593,2024-03-14,Refund Issue,69.35
1148,3063,2024-09-15,Wrong Item,27.6
1149,2307,2024-02-28,App Crash,45.34
1150,3384,2024-03-17,App Crash,7.17
1151,4120,2024-12-27,Payment Failed,14.69
1152,4024,2024-12-16,Late Delivery,20.13
1153,213,2025-01-05,App Crash,71.5
1154,2183,2025-01-07,Late Delivery,60.49
1155,584,2024-06-26,Payment Failed,55.36
1156,261,2024-10-16,Late Delivery,13.46
1157,4333,2024-09-25,Payment Failed,37.18
1158,481,2024-04-07,Wrong Item,62.23
1159,1578,2024-07-22,Late Delivery,65.2
1160,3085,2024-03-22,Wrong Item,42.99
1161,4586,2024-01-27,Wrong Item,18.97
1162,2618,2024-08-22,App Crash,66.59
1163,4445,2024-05-16,Refund Issue,32.64
1164,835,2024-11-14,Refund Issue,47.16
1165,1475,2024-09-17,Payment Failed,43.55
1166,2966,2024-10-13,Late Delivery,14.44
1167,4284,2024-05-14,App Crash,9.33
1168,590,2024-10-26,Refund Issue,30.41
1169,4935,2024-12-19,Refund Issue,59.34
1170,1966,2025-01-05,Refund Issue,6.92
1171,3395,2024-06-13,App Crash,4.07
1172,883,2024-11-02,Late Delivery,49.43
1173,839,2024-02-08,Refund Issue,46.67
1174,2314,2024-03-29,Wrong Item,2.11
1175,2022,2024-07-18,Refund Issue,46.48
1176,3438,2024-01-03,Payment Failed,66.79
1177,2093,2024-10-23,Late Delivery,51.87
1178,2563,2024-03-17,Payment Failed,30.13
1179,1033,2024-01-01,Wrong Item,44.51
1180,3368,2024-05-05,App Crash,47.2
1181,829,2024-04-24,App Crash,34.56
1182,1699,2024-02-10,App Crash,55.42
1183,1204,2025-01-05,Refund Issue,1.39
1184,4457,2024-05-12,Wrong Item,6.95
1185,3722,2025-01-16,Late Delivery,17.12
1186,3909,2024-08-09,App Crash,68.09
1187,551,2024-07-08,Wrong Item,55.8
1188,3273,2024-08-01,Refund Issue,35.33
1189,2378,2024-12-17,Payment Failed,43.34
1190,899,2024-06-30,App Crash,62.08
1191,766,2024-09-10,Late Delivery,4.28
1192,3702,2025-01-01,App Crash,2.0
1193,3314,2024-03-02,Late Delivery,20.19
1194,1359,2025-01-23,Payment Failed,32.34
1195,1243,2024-08-02,Late Delivery,65.63
1196,852,2024-07-19,Wrong Item,60.91
1197,2425,2024-06-30,Late Delivery,18.69
1198,3965,2024-09-08,Refund Issue,34.53
1199,3756,2024-09-19,App Crash,2.91
1200,1231,2024-11-19,Wrong Item,37.24
1201,4536,2024-02-19,Wrong Item,27.6
1202,3148,2024-04-18,Refund Issue,32.63
1203,2299,2024-01-12,App Crash,10.52
1204,3702,2024-05-26,App Crash,68.77
1205,2368,2024-10-21,Late Delivery,41.48
1206,1045,2024-11-15,Wrong Item,9.71
1207,3755,2024-06-25,Refund Issue,65.64
1208,1107,2024-01-30,Wrong Item,40.64
1209,3765,2024-06-04,Payment Failed,31.3
1210,616,2024-04-30,Late Delivery,16.33
1211,3865,2024-09-13,App Crash,22.92
1212,631,2024-10-18,Late Delivery,43.44
1213,3957,2024-12-11,Refund Issue,40.89
1214,1629,2025-01-20,Refund Issue,70.61
1215,3370,2024-07-21,Payment Failed,66.75
1216,4883,2024-05-28,Wrong Item,51.86
1217,23,2024-11-28,Late Delivery,4.02
1218,3366,2024-02-21,Payment Failed,52.53
1219,1174,2024-07-22,Wrong Item,16.47
1220,3391,2024-05-18,Late Delivery,13.15
1221,3400,2024-06-29,Late Delivery,12.97
1222,1275,2024-01-21,App Crash,16.78
1223,1006,2024-09-27,Refund Issue,5.62
1224,253,2024-07-16,Payment Failed,56.38
1225,4998,2024-03-14,Payment Failed,18.27
1226,1658,2025-01-05,App Crash,34.57
1227,3559,2024-12-27,Payment Failed,2.08
1228,376,2024-10-15,Late Delivery,44.83
1229,1404,2024-06-14,Wrong Item,44.68
1230,4765,2024-04-07,Late Delivery,37.16
1231,2418,2024-03-07,Wrong Item,54.68
1232,4775,2025-01-28,Refund Issue,37.19
1233,4077,2024-03-06,Payment Failed,26.67
1234,1521,2024-04-25,App Crash,35.38
1235,2605,2024-01-12,Refund Issue,19.11
1236,3644,2024-08-29,Refund Issue,1.78
1237,1614,2024-03-16,App Crash,26.56
1238,4001,2024-05-18,Wrong Item,4.2
