user_id,activity_date,app_opens,time_spent_minutes,pages_viewed,coupon_applied
1731,2025-01-22,2,13,5,Yes
1307,2024-08-03,3,37,19,No
3129,2024-07-26,9,37,3,No
117,2024-01-09,4,20,20,No
2684,2024-03-08,2,42,9,No
1488,2024-04-10,3,55,1,No
3486,2024-06-29,6,13,9,No
992,2024-02-02,9,25,20,No
2030,2024-07-06,9,48,6,Yes
1287,2024-09-15,7,56,6,Yes
2596,2024-07-05,4,16,5,Yes
2930,2024-01-14,1,47,24,No
4829,2024-02-06,5,19,11,Yes
3792,2024-07-10,9,38,12,Yes
470,2024-04-11,2,34,24,No
240,2024-12-14,8,48,15,No
781,2024-01-03,9,35,3,Yes
3230,2024-02-04,1,33,10,Yes
1846,2024-08-13,9,10,6,Yes
2900,2024-04-27,8,4,16,Yes
871,2024-12-13,6,59,11,No
1469,2025-01-06,4,52,1,No
1426,2024-11-21,9,4,24,Yes
4924,2024-02-16,4,43,19,Yes
3347,2024-08-04,4,26,7,No
1285,2024-09-11,9,13,6,Yes
4547,2024-02-18,7,12,10,No
2077,2024-06-10,8,48,4,No
3421,2024-08-04,4,46,4,Yes
4766,2024-01-28,4,8,19,No
2950,2024-06-26,3,39,20,No
4181,2024-09-26,1,29,12,No
2839,2024-08-13,7,57,11,No
4195,2024-10-19,7,10,17,No
4242,2024-02-01,9,7,3,No
4847,2024-07-10,5,4,16,No
1731,2024-03-07,2,34,15,Yes
1259,2024-04-01,7,24,19,No
1301,2024-05-10,9,46,3,No
834,2024-06-03,9,17,10,Yes
1275,2024-02-08,7,42,13,No
3347,2024-04-17,1,30,15,No
434,2024-05-05,7,57,13,No
2192,2024-10-29,4,34,21,No
398,2024-06-16,9,29,9,No
4307,2024-06-06,9,47,4,No
2788,2024-08-14,5,52,10,Yes
2875,2024-10-17,7,47,10,No
2903,2024-05-15,3,52,3,No
4184,2024-01-29,8,42,15,Yes
4878,2024-12-29,3,13,19,No
394,2024-07-11,9,56,10,No
3711,2024-05-15,5,17,3,No
3518,2025-01-09,4,14,10,No
1913,2025-01-16,2,46,16,Yes
1972,2024-07-06,6,30,10,No
1332,2024-04-19,9,8,17,No
4298,2024-02-19,7,19,22,No
1283,2024-12-14,6,55,1,No
292,2024-06-12,3,40,15,No
2370,2024-12-21,3,45,9,No
1570,2024-08-27,3,5,4,No
3850,2024-10-25,4,6,24,No
4627,2024-01-28,9,24,23,Yes
3249,2024-06-12,4,24,11,No
316,2025-01-05,6,6,15,No
1666,2024-08-23,2,49,4,No
1331,2024-03-04,6,49,18,No
4260,2024-10-20,8,6,5,No
2103,2025-01-11,7,17,23,No
1468,2024-02-10,9,9,11,No
4372,2025-01-23,7,31,9,No
520,2024-11-25,9,37,21,Yes
2089,2024-09-25,5,43,9,Yes
2160,2024-11-22,9,38,4,No
2486,2024-10-21,1,9,9,No
4222,2024-09-29,7,21,9,No
4396,2024-07-22,4,41,11,No
2716,2024-08-10,7,24,18,Yes
1382,2025-01-15,8,43,9,Yes
2275,2024-06-02,7,25,15,Yes
132,2025-01-02,4,3,11,No
2551,2024-07-26,3,35,22,No
4308,2024-10-24,8,22,1,Yes
960,2024-04-19,3,56,4,Yes
3014,2024-08-07,7,48,12,No
2656,2024-06-18,3,35,9,Yes
3312,2024-07-17,5,11,20,No
3918,2024-03-04,2,15,14,Yes
4023,2024-10-10,4,28,12,Yes
501,2024-04-30,7,25,1,Yes
417,2024-04-09,2,42,13,No
4642,2024-06-14,6,33,9,No
2394,2024-12-31,1,37,24,No
3967,2024-11-06,1,33,10,No
2861,2024-09-10,3,48,12,No
408,2024-05-15,1,42,21,Yes
3758,2024-11-17,6,3,23,Yes
2619,2024-12-09,2,30,22,No
560,2024-10-13,5,47,4,Yes
3024,2024-08-23,5,36,3,No
4991,2024-07-21,2,21,9,No
1199,2024-10-07,2,38,18,No
1679,2024-01-04,2,30,6,Yes
3674,2024-07-10,2,18,1,No
3823,2024-12-17,5,30,21,No
3210,2024-08-27,6,20,22,Yes
2061,2024-01-26,6,38,1,Yes
889,2025-01-30,7,20,24,Yes
296,2024-04-05,5,25,1,No
819,2024-05-04,1,20,22,No
764,2025-01-16,4,13,23,Yes
1344,2024-12-21,2,55,24,No
2427,2024-09-01,8,2,24,No
819,2024-08-30,8,2,14,Yes
524,2025-01-09,1,42,16,No
2193,2024-02-15,6,56,4,No
861,2024-10-04,9,26,19,Yes
1775,2024-05-15,8,23,2,No
409,2024-05-05,3,38,15,No
2084,2024-01-04,8,31,7,No
3268,2024-11-24,5,5,11,Yes
4145,2024-02-21,1,4,24,No
1311,2024-10-15,5,26,3,No
2764,2024-04-05,2,57,3,No
4429,2024-03-24,5,23,24,Yes
4008,2024-01-14,7,21,6,No
2381,2024-11-04,1,9,5,No
3535,2024-07-03,3,11,20,No
1770,2024-08-09,8,4,16,No
4540,2024-09-07,6,43,2,No
4878,2024-05-03,8,25,10,Yes
791,2024-04-21,7,18,21,No
601,2024-04-07,2,14,18,No
4684,2024-03-14,2,47,11,No
616,2024-12-19,1,47,3,Yes
39,2024-12-27,4,30,4,No
4583,2024-11-05,4,32,8,Yes
4757,2024-12-23,1,57,17,No
4862,2024-09-02,5,31,17,No
78,2024-04-18,4,17,14,No
3057,2024-12-15,9,54,4,Yes
1768,2024-03-09,8,43,21,No
3309,2024-04-17,7,46,14,No
3948,2024-10-16,2,18,16,No
1146,2024-07-26,6,53,12,Yes
4445,2024-05-28,4,3,1,No
4768,2024-05-12,1,2,7,No
2107,2024-01-21,4,13,7,Yes
4075,2024-04-05,7,37,3,No
3218,2024-10-14,8,43,2,No
589,2024-03-09,8,4,18,Yes
546,2024-06-13,8,42,14,Yes
176,2024-05-02,8,54,17,No
2121,2025-01-25,8,30,9,No
3960,2024-03-24,1,15,9,No
1163,2024-07-21,4,10,16,Yes
4626,2024-08-23,9,6,15,Yes
100,2024-07-11,8,31,8,No
11,2024-11-12,1,32,2,Yes
4980,2024-10-30,1,42,15,Yes
4657,2024-11-30,1,49,16,No
355,2024-04-05,8,18,18,No
1970,2024-05-12,5,54,17,No
68,2024-03-25,6,13,12,Yes
4112,2024-08-12,7,9,12,No
2625,2024-08-30,1,30,24,No
4145,2024-05-01,1,25,4,No
1654,2024-11-14,6,51,23,No
998,2024-12-29,8,57,11,Yes
1277,2024-03-22,4,35,10,Yes
2655,2024-04-24,9,58,16,Yes
4502,2025-01-04,1,16,16,No
1176,2024-09-30,8,16,22,Yes
1457,2024-06-22,3,14,21,No
2037,2024-11-29,3,28,11,Yes
1375,2024-03-13,8,27,15,No
1650,2024-01-24,4,36,10,Yes
3129,2024-03-10,4,44,3,No
1680,2024-05-02,4,47,13,Yes
102,2024-12-17,8,53,2,No
722,2024-04-03,5,18,7,Yes
1678,2024-01-12,3,30,5,No
996,2024-10-21,6,29,4,Yes
3021,2024-02-18,9,53,18,Yes
234,2024-05-08,4,15,6,No
3365,2024-12-18,4,1,24,No
355,2024-01-01,5,37,24,No
3730,2024-02-03,4,56,21,No
3538,2024-08-04,9,7,1,No
2225,2024-11-11,4,21,23,No
4178,2024-04-06,5,24,24,Yes
2843,2024-04-26,7,38,17,No
2311,2025-01-24,3,25,2,No
4001,2024-03-30,7,26,17,No
1812,2024-09-21,8,4,3,No
1516,2024-05-22,4,14,10,No
858,2024-05-30,9,45,14,No
3599,2024-03-11,9,31,24,No
1345,2024-04-18,5,16,17,No
2604,2024-06-01,7,43,24,Yes
2237,2024-09-10,1,50,19,No
2075,2024-12-03,9,40,2,No
4603,2024-02-06,8,12,23,Yes
3007,2024-11-05,1,4,23,No
3576,2024-10-29,7,36,17,Yes
922,2024-09-25,7,19,15,No
2961,2024-03-17,7,28,4,No
526,2024-11-07,7,2,17,Yes
2528,2024-01-05,9,51,17,No
4076,2024-12-10,8,8,19,Yes
4357,2024-09-04,8,53,3,No
4382,2024-06-18,6,55,24,Yes
4752,2024-06-13,8,44,2,No
387,2024-02-13,4,49,11,No
2470,2024-06-17,5,38,20,Yes
2425,2024-05-17,7,37,15,No
3192,2024-12-19,1,56,20,No
2861,2024-06-24,6,19,12,No
4546,2024-03-05,1,8,13,No
1858,2024-07-18,7,15,1,Yes
4668,2024-01-30,8,38,9,No
3635,2024-08-14,2,33,10,No
2955,2024-06-14,5,13,16,No
525,2024-08-11,5,21,12,Yes
1,2024-10-18,2,46,5,No
2680,2024-12-19,1,1,4,Yes
4320,2024-11-07,7,1,10,No
1699,2024-11-14,9,21,9,No
1965,2024-02-05,3,31,18,No
1013,2024-04-13,7,40,13,No
4361,2024-10-09,5,26,20,No
2788,2024-04-23,1,56,21,Yes
3675,2024-03-04,3,13,23,Yes
2121,2024-01-16,9,25,11,No
2167,2024-01-02,8,17,23,No
2823,2025-01-01,2,42,10,No
4385,2024-07-20,4,58,2,No
694,2024-05-25,2,29,8,Yes
2637,2024-05-05,2,59,18,No
3120,2024-04-19,3,30,11,No
1068,2024-12-10,3,6,8,No
3718,2024-03-20,3,48,5,No
88,2024-04-04,2,56,17,No
1235,2025-01-31,1,11,18,No
1038,2025-01-23,8,22,10,Yes
1814,2024-08-09,2,14,11,No
2204,2024-11-16,5,52,5,No
4330,2025-01-06,8,25,12,No
4599,2024-03-18,4,3,1,No
2201,2024-03-06,8,51,10,No
984,2024-09-09,5,13,1,No
209,2024-08-18,3,17,21,No
4805,2024-08-27,5,14,17,Yes
3322,2024-08-27,7,38,4,No
4492,2024-04-21,1,30,23,No
164,2024-04-14,3,31,23,No
3519,2024-02-08,7,13,20,Yes
1068,2024-07-31,7,10,11,No
2556,2025-01-06,1,8,2,Yes
2990,2024-09-16,5,40,20,Yes
1404,2024-12-24,3,6,10,Yes
659,2024-01-18,7,50,11,Yes
359,2024-07-22,3,35,6,No
3280,2024-07-24,1,19,7,Yes
4485,2024-06-01,9,39,8,Yes
4237,2025-01-08,4,51,19,Yes
3405,2024-09-01,7,1,23,Yes
1569,2024-01-15,6,45,22,Yes
574,2024-08-14,5,59,1,No
1288,2024-01-02,4,29,23,No
1101,2024-04-16,8,3,12,No
2216,2024-10-12,8,30,10,No
1088,2024-07-04,9,50,19,No
2752,2024-01-27,4,46,8,No
420,2024-05-01,9,44,22,No
4691,2024-07-12,5,30,22,No
3144,2024-01-18,9,47,15,No
3542,2024-06-20,1,53,8,No
513,2024-11-10,6,1,20,No
3555,2024-06-09,1,7,11,Yes
2439,2024-03-27,8,45,13,No
3606,2024-11-15,3,24,6,Yes
4905,2024-09-14,1,10,9,No
4342,2024-06-04,2,4,6,No
1337,2024-03-10,4,15,4,Yes
967,2024-11-18,2,3,6,No
4178,2024-05-27,9,16,8,No
3404,2024-02-13,3,33,19,No
2491,2025-01-07,4,9,6,No
4415,2024-01-20,1,2,7,No
477,2024-11-23,3,5,11,No
1384,2024-08-30,4,19,22,Yes
4668,2024-12-28,9,39,21,Yes
2598,2024-06-01,6,4,7,No
2223,2025-01-07,3,39,2,Yes
2078,2024-01-28,3,49,10,No
559,2024-03-08,1,2,11,No
3576,2024-09-10,4,16,3,Yes
4578,2024-05-18,4,40,5,No
79,2024-01-10,9,31,22,Yes
3533,2024-12-11,7,53,24,No
407,2024-11-27,3,39,4,No
734,2024-08-10,9,3,1,Yes
1963,2024-08-30,4,53,3,No
2015,2025-01-23,6,23,23,No
3168,2024-07-06,6,52,9,No
4942,2024-09-16,2,9,9,No
2229,2024-03-26,2,26,3,Yes
2147,2024-08-07,2,38,19,No
4146,2024-08-20,1,32,1,No
3657,2024-08-03,4,3,19,No
4931,2024-03-11,3,38,22,No
3119,2024-07-09,7,14,7,No
3163,2024-10-18,9,36,24,No
2086,2024-01-02,2,16,6,No
2809,2024-08-08,7,29,12,No
4875,2024-03-22,8,55,24,No
2418,2024-01-08,3,41,20,No
1494,2024-01-21,6,50,16,No
1384,2024-05-05,8,10,20,No
1414,2024-12-27,4,6,19,Yes
672,2024-07-26,7,32,3,No
1340,2024-04-07,5,39,7,Yes
4916,2024-09-17,5,40,12,Yes
2639,2024-12-05,1,9,19,Yes
640,2024-07-01,6,9,14,No
556,2024-11-20,4,15,16,Yes
1892,2024-07-25,1,43,19,Yes
3168,2024-05-14,1,10,17,No
1207,2024-07-29,6,42,8,Yes
3749,2025-01-08,4,33,18,No
3219,2024-02-06,3,3,15,No
2653,2024-05-24,7,39,14,No
420,2024-10-20,4,21,13,No
1022,2024-08-17,3,43,18,Yes
58,2024-05-16,7,56,7,Yes
3813,2024-06-10,4,56,21,No
2202,2024-10-31,4,48,10,No
3925,2024-09-05,4,23,23,Yes
3985,2024-11-26,7,52,23,Yes
3180,2024-10-27,7,58,7,No
273,2024-04-16,6,38,24,No
3777,2024-02-23,7,58,1,No
2974,2024-09-24,1,11,20,No
4463,2024-04-21,8,2,6,Yes
4329,2024-10-27,1,31,11,Yes
5000,2024-12-23,4,12,4,No
1004,2025-01-29,7,30,4,No
4796,2024-10-19,5,16,16,No
3372,2024-12-13,3,49,1,No
2647,2024-09-05,3,6,18,No
4076,2025-01-18,2,21,6,No
1702,2024-10-21,5,10,19,No
1306,2024-10-04,4,4,3,Yes
2110,2024-12-28,4,30,21,Yes
1847,2024-05-22,6,2,17,No
486,2024-11-02,4,25,6,No
4473,2024-02-09,2,47,21,Yes
4571,2024-05-11,2,20,14,Yes
896,2024-11-02,7,15,14,No
342,2024-12-27,2,11,11,Yes
4830,2024-09-16,8,59,18,No
4962,2024-08-06,2,35,15,Yes
445,2024-01-18,2,29,13,Yes
4057,2024-10-28,7,32,12,No
4770,2025-01-13,5,39,14,No
46,2024-11-13,7,31,10,Yes
4400,2024-06-10,5,30,12,No
4509,2024-06-09,5,39,19,No
657,2024-01-08,4,5,22,No
1121,2024-05-24,5,30,22,No
913,2024-11-01,2,45,11,Yes
3273,2024-12-25,5,19,17,Yes
472,2024-12-04,7,46,16,Yes
1916,2024-04-16,6,31,22,No
4501,2024-03-14,9,49,23,Yes
2329,2024-08-01,3,26,19,No
2274,2025-01-31,8,36,2,No
4206,2024-08-11,4,15,9,Yes
652,2024-05-31,2,6,19,No
4472,2024-04-20,1,39,15,Yes
2838,2024-03-06,9,42,9,No
3301,2024-03-08,3,54,17,Yes
1209,2025-01-16,4,34,5,No
652,2024-04-23,2,29,6,No
4305,2024-10-29,5,15,14,Yes
1632,2024-05-11,8,32,16,Yes
3914,2024-07-14,3,20,21,Yes
948,2024-02-21,6,22,5,No
2973,2024-03-07,7,51,22,Yes
2682,2024-02-21,7,4,24,No
2452,2024-03-21,8,36,12,Yes
289,2025-01-02,5,8,13,Yes
289,2024-10-07,4,3,6,No
4123,2024-10-26,4,16,8,Yes
167,2024-12-26,8,53,1,No
3675,2024-09-30,3,1,15,Yes
1344,2024-11-29,3,22,11,Yes
2155,2024-02-08,9,39,16,No
3030,2024-12-04,3,57,2,No
4668,2024-02-23,1,2,13,No
3323,2024-06-17,6,12,16,Yes
933,2024-11-11,1,39,7,No
1877,2024-05-27,9,40,4,No
3730,2024-10-14,8,23,6,Yes
2906,2024-06-22,8,22,20,No
1460,2024-04-26,6,10,1,No
108,2024-05-08,8,21,18,Yes
4143,2024-01-09,9,59,16,Yes
2539,2024-01-03,8,34,12,No
2886,2024-12-24,9,33,7,No
3762,2024-02-07,8,31,19,No
492,2024-04-03,9,22,11,Yes
2575,2024-12-16,8,11,23,No
2326,2024-08-18,7,35,16,No
4437,2024-08-11,2,5,15,No
3957,2025-01-14,8,53,20,No
4028,2024-12-23,2,4,2,No
60,2024-03-24,9,34,6,No
3574,2024-03-11,6,32,1,No
4002,2024-04-08,4,39,5,Yes
4441,2024-10-29,5,42,14,No
4757,2024-09-28,1,9,19,Yes
4832,2024-12-26,2,6,12,Yes
4882,2024-06-04,4,59,21,No
2760,2024-09-11,4,12,13,Yes
633,2024-06-02,2,30,17,No
1039,2024-03-29,5,41,10,Yes
3852,2024-11-22,9,21,24,No
4505,2024-03-23,2,28,12,No
1334,2024-06-23,3,28,24,No
1075,2024-07-22,1,4,9,No
3081,2025-01-01,1,51,17,Yes
2282,2024-08-24,1,45,21,No
877,2025-01-17,1,24,5,No
1526,2024-09-15,3,45,6,Yes
4024,2024-12-22,5,17,22,Yes
4442,2024-09-08,1,53,4,No
644,2024-02-02,5,35,3,Yes
1951,2024-09-19,3,19,12,No
200,2025-01-31,3,41,18,Yes
1542,2024-09-13,1,5,5,No
2428,2024-09-26,5,31,19,Yes
3170,2024-03-13,1,3,23,Yes
449,2024-03-06,2,1,2,No
3862,2024-04-14,2,25,4,No
3414,2024-08-18,5,21,14,No
1281,2024-09-26,7,2,21,No
3085,2024-11-25,2,45,15,No
1718,2024-10-06,4,43,23,No
1000,2024-11-28,8,55,9,No
2036,2024-09-04,2,1,19,Yes
4505,2024-01-30,1,11,19,No
3396,2024-06-17,3,5,1,No
3358,2024-12-02,5,21,15,No
2590,2024-10-06,1,19,7,No
4083,2024-05-28,9,42,21,No
2719,2024-02-04,8,29,7,Yes
1542,2024-07-17,5,8,7,Yes
1915,2024-09-24,7,40,13,No
1279,2024-01-26,4,33,20,No
3414,2024-07-15,4,18,6,Yes
4922,2024-12-23,7,12,17,Yes
3196,2024-02-09,3,52,5,No
4595,2025-01-09,6,29,2,No
2017,2024-04-12,9,57,19,No
922,2024-12-23,8,13,13,Yes
3981,2025-01-05,5,33,17,Yes
1028,2024-05-10,9,43,3,Yes
3678,2024-10-21,1,26,12,No
4505,2024-11-24,4,16,15,Yes
3318,2024-07-08,8,5,1,Yes
4557,2024-07-24,1,34,13,No
3428,2024-06-05,2,32,12,No
2264,2024-08-27,8,42,22,Yes
443,2025-01-17,5,26,7,Yes
828,2024-10-21,4,15,1,Yes
2702,2024-11-02,7,25,20,Yes
598,2024-10-01,6,41,21,No
2057,2024-05-18,3,42,9,No
4781,2024-07-19,6,9,17,No
3309,2024-01-13,6,39,17,Yes
3446,2025-01-20,3,52,8,No
4359,2024-12-13,7,47,16,No
3948,2024-06-15,9,7,1,Yes
758,2024-09-20,3,36,15,Yes
2462,2024-08-07,1,16,9,No
172,2024-12-17,1,54,13,No
1320,2024-08-15,6,5,10,No
1664,2024-11-15,1,21,3,Yes
542,2024-05-17,8,47,12,Yes
4199,2024-10-17,1,21,7,Yes
4106,2025-01-31,6,19,15,No
1803,2024-07-17,1,55,4,No
884,2024-04-08,8,5,7,No
4788,2024-12-13,3,24,1,No
3704,2024-10-04,5,29,9,No
197,2024-05-03,8,50,14,No
2088,2024-01-02,9,20,24,Yes
940,2024-11-13,2,56,16,No
4734,2024-08-15,7,55,23,No
3386,2024-03-19,2,27,16,No
3323,2024-04-13,6,41,5,Yes
2044,2024-07-21,4,15,1,Yes
2803,2024-03-02,9,34,19,No
206,2024-01-26,1,35,15,No
350,2024-10-05,2,25,15,No
2006,2024-01-31,2,34,17,No
1406,2024-10-20,7,29,24,Yes
1042,2024-03-13,3,59,10,Yes
500,2024-08-01,1,28,12,No
2226,2024-02-12,4,7,14,No
3984,2024-07-15,6,5,2,Yes
1572,2024-07-24,7,55,22,Yes
2736,2024-03-08,1,27,20,No
4858,2024-01-04,6,34,14,Yes
934,2024-02-20,1,10,3,No
3669,2024-08-02,2,18,12,No
3022,2024-06-14,5,51,20,Yes
2782,2024-07-01,3,32,15,No
2204,2024-06-12,8,57,10,Yes
3805,2025-01-10,8,59,19,Yes
1626,2024-08-18,8,37,17,No
3838,2024-12-16,2,23,22,No
428,2024-09-16,9,5,14,Yes
2080,2024-07-27,7,23,10,Yes
280,2024-05-22,3,46,11,No
4360,2024-06-18,4,27,23,No
3990,2024-09-12,9,58,16,No
3650,2024-12-06,1,46,21,No
2063,2024-09-24,6,19,8,Yes
2944,2024-07-23,4,5,3,Yes
4725,2024-06-14,2,34,3,Yes
1037,2024-06-16,6,22,8,No
4214,2025-01-19,1,31,19,No
2984,2025-01-23,9,10,21,No
88,2024-07-02,5,54,8,No
4077,2024-09-09,3,25,18,Yes
3402,2024-06-29,1,18,23,Yes
1773,2024-02-21,9,25,18,No
4045,2024-03-29,3,57,14,No
1653,2024-05-10,8,9,16,No
2542,2024-08-28,1,14,20,No
981,2024-08-08,8,18,14,Yes
2675,2024-05-20,9,17,23,No
1486,2024-01-03,7,28,4,No
1172,2024-01-04,2,39,22,Yes
761,2024-01-27,8,25,20,Yes
2396,2024-07-16,9,48,7,Yes
1528,2024-09-25,8,59,21,Yes
3634,2024-08-16,7,23,6,Yes
3693,2024-06-21,8,43,24,Yes
4195,2024-09-23,4,26,6,Yes
3595,2024-07-31,1,1,4,No
3181,2024-09-28,4,21,6,Yes
2449,2024-03-08,2,51,23,No
3112,2024-05-29,3,2,9,Yes
4538,2024-12-15,2,15,22,No
449,2024-01-30,5,19,6,No
840,2024-07-01,6,13,12,Yes
3275,2024-02-06,1,32,20,Yes
3500,2024-07-31,6,4,17,Yes
2705,2024-07-14,8,28,18,Yes
3359,2024-06-29,6,43,12,No
4151,2024-05-10,2,49,20,No
740,2024-06-15,3,7,19,No
2739,2024-02-24,4,57,19,Yes
229,2024-03-19,8,14,10,Yes
3290,2024-03-30,9,29,13,No
2924,2024-05-11,2,28,10,Yes
4939,2024-06-03,9,22,13,Yes
271,2024-05-13,8,51,6,Yes
1709,2024-02-05,5,29,3,Yes
817,2025-01-29,1,41,10,No
583,2024-09-19,4,55,10,No
3385,2024-10-28,4,45,16,No
2060,2024-11-09,7,45,14,Yes
1817,2024-08-29,8,38,20,Yes
2214,2024-05-31,5,7,18,No
3335,2024-01-03,8,49,12,Yes
3353,2024-03-14,8,53,8,Yes
4899,2024-04-13,5,47,5,No
2265,2024-04-13,7,57,3,Yes
656,2024-09-27,9,59,23,No
1724,2024-07-27,8,30,18,No
4998,2024-09-30,5,59,4,No
789,2024-08-06,6,47,19,No
3399,2024-01-09,2,54,4,No
27,2024-09-19,8,38,1,Yes
1467,2024-04-29,6,8,8,No
4922,2024-06-11,9,32,15,No
2545,2024-08-28,6,5,14,No
2862,2024-01-22,5,13,21,Yes
1409,2025-01-08,8,59,2,No
4373,2024-02-02,2,48,15,Yes
1450,2024-08-19,5,32,17,Yes
300,2024-01-11,7,17,9,No
3213,2024-05-05,4,54,8,Yes
2475,2024-07-28,5,15,23,Yes
1387,2024-04-09,3,42,23,No
3874,2024-01-24,5,7,18,Yes
3278,2024-11-14,4,13,24,Yes
1791,2024-06-01,5,43,19,No
3241,2024-05-17,4,56,11,No
4687,2024-03-19,2,50,4,No
3059,2024-04-18,7,24,21,No
1273,2024-09-19,2,18,8,Yes
3101,2024-11-25,2,31,3,No
3395,2024-07-29,9,55,24,Yes
1286,2024-02-01,6,22,22,No
202,2024-03-29,3,13,1,Yes
2629,2024-01-24,3,11,24,Yes
599,2024-12-21,5,21,7,Yes
109,2024-06-19,9,52,1,No
2006,2025-01-09,6,52,2,No
3371,2024-01-25,5,55,11,No
4279,2024-10-03,8,18,19,No
4848,2024-11-09,5,1,7,Yes
400,2025-01-11,9,41,17,No
2501,2024-09-30,6,46,15,No
4078,2024-04-24,7,36,21,No
262,2024-01-16,3,5,4,Yes
3851,2024-11-07,7,9,7,No
3536,2024-05-22,4,55,14,No
2958,2025-01-17,8,55,9,No
976,2024-02-05,1,7,12,No
3751,2024-04-18,3,6,14,No
4276,2024-05-17,7,25,13,No
3079,2024-12-08,3,17,8,Yes
3820,2024-10-23,5,55,4,No
3330,2024-01-07,9,51,24,No
1961,2024-10-25,5,38,11,No
1713,2025-01-29,5,1,20,Yes
3333,2024-08-09,9,51,23,No
102,2024-11-22,1,4,10,No
4272,2024-02-03,8,33,20,Yes
3066,2024-11-06,7,56,8,No
2274,2024-08-31,6,27,13,Yes
2696,2024-11-01,8,58,6,No
2364,2024-09-05,3,6,2,No
2400,2024-10-21,9,30,8,Yes
2548,2024-09-06,5,37,18,No
1389,2024-03-10,8,35,17,Yes
4600,2024-05-19,4,59,19,No
970,2024-06-21,7,4,8,No
1669,2024-03-19,8,57,8,Yes
3849,2024-10-11,5,49,19,No
1427,2024-05-17,3,52,5,No
1645,2024-02-26,8,24,11,No
2409,2024-04-17,7,36,19,Yes
4369,2024-07-04,4,37,21,No
3013,2024-07-18,2,28,2,Yes
3419,2024-11-08,1,12,8,Yes
1170,2024-05-18,9,51,5,Yes
4509,2024-09-26,1,37,1,No
299,2024-01-07,9,13,3,Yes
1782,2024-06-01,9,55,3,No
1358,2024-06-11,6,58,22,Yes
1537,2024-01-22,4,21,20,No
1144,2024-08-25,2,47,3,No
2994,2024-04-14,8,50,15,No
847,2024-06-30,5,26,15,No
3754,2025-01-20,6,34,12,No
1990,2025-01-29,6,36,14,No
4084,2024-07-12,5,42,20,No
4377,2025-01-19,7,9,21,Yes
1082,2024-12-19,9,53,18,Yes
1828,2024-09-08,1,43,14,Yes
68,2024-06-02,3,11,8,No
2745,2024-09-17,2,55,20,No
3850,2024-01-08,6,18,15,No
1538,2024-10-20,4,28,21,Yes
4908,2024-06-13,4,26,24,Yes
4973,2024-09-12,9,26,22,Yes
243,2024-11-23,6,54,23,No
3959,2024-11-23,1,7,6,No
3262,2024-04-24,8,24,13,No
4182,2024-10-20,2,25,23,No
3824,2024-05-08,4,19,13,No
1493,2024-12-12,1,33,22,Yes
4917,2024-01-10,8,45,16,Yes
986,2024-06-21,6,26,19,No
3860,2024-10-26,7,56,1,No
2826,2024-11-17,6,17,24,Yes
4286,2025-01-24,9,28,22,No
3157,2024-10-07,6,56,9,No
1558,2024-01-24,7,18,22,Yes
4846,2024-03-12,3,25,22,Yes
3952,2024-12-02,9,11,24,Yes
1539,2024-08-09,5,2,1,No
2380,2024-01-01,7,19,5,No
627,2024-03-27,8,38,10,Yes
727,2025-01-02,2,37,12,Yes
2762,2024-11-11,3,47,1,No
2721,2024-05-08,2,2,24,No
2851,2024-05-18,1,32,8,Yes
818,2024-03-16,3,48,16,No
372,2024-11-29,9,37,19,Yes
3456,2024-01-23,7,3,18,Yes
1952,2024-04-29,1,30,9,No
1824,2024-02-16,3,43,22,No
984,2024-06-30,2,21,9,No
2139,2024-09-28,5,46,1,No
4359,2024-11-03,7,47,8,Yes
909,2025-01-25,7,33,2,Yes
3751,2024-03-12,4,5,12,Yes
2234,2024-06-19,4,5,12,No
2482,2024-09-23,9,51,9,Yes
4921,2024-05-23,9,32,16,Yes
4996,2024-11-08,9,36,23,No
3721,2024-01-09,3,11,2,No
4638,2024-08-27,6,52,20,No
2423,2024-04-07,8,30,20,No
855,2024-06-08,8,17,10,Yes
2389,2024-03-19,9,45,10,No
4653,2024-01-21,3,59,22,Yes
2681,2024-04-26,3,53,1,Yes
881,2024-02-19,8,38,4,No
2216,2024-10-15,3,21,19,No
2089,2025-01-15,9,17,5,Yes
2837,2024-08-13,9,22,22,Yes
2124,2024-12-06,5,1,3,No
79,2024-08-23,6,14,5,Yes
837,2024-08-29,3,42,14,No
4212,2024-05-26,9,16,11,No
3392,2024-09-29,9,8,10,No
2126,2024-08-11,4,18,21,Yes
719,2024-08-23,4,4,21,No
402,2024-07-04,4,43,13,No
4276,2024-11-08,4,8,1,Yes
2410,2024-07-06,9,4,21,No
2151,2024-02-28,7,23,18,Yes
2672,2024-12-02,9,11,17,Yes
1332,2024-06-07,6,53,20,No
4602,2024-02-04,7,51,12,No
4761,2024-09-19,5,36,3,No
1839,2024-08-05,6,29,13,Yes
117,2025-01-12,6,58,13,No
1543,2024-05-16,2,18,6,Yes
1068,2024-12-17,3,42,21,No
1860,2024-09-24,2,1,24,Yes
4093,2025-01-04,6,28,6,No
2718,2024-03-22,7,58,6,No
1408,2024-04-13,6,49,19,No
4492,2024-01-02,8,59,11,Yes
1665,2024-09-13,4,9,21,No
2926,2024-09-24,3,24,4,Yes
2765,2025-01-21,2,9,5,No
3666,2025-01-05,7,55,1,No
3018,2024-03-07,7,18,6,No
992,2024-11-06,2,20,19,Yes
