order_item_id,order_id,product_id,category,quantity,price,is_out_of_stock
5952,17043,1068,Dairy,4,321.38,0
5953,8662,1022,Snacks,4,499.29,0
5954,11425,1013,Snacks,2,499.51,0
5955,1904,1016,Dairy,2,191.78,0
5956,5730,1006,Snacks,2,295.62,0
5957,16442,1018,Personal Care,3,341.3,0
5958,19015,1059,Grocery,4,263.89,0
5959,9537,1046,Snacks,1,72.58,0
5960,10003,1031,Grocery,1,458.29,0
5961,9069,1067,Snacks,3,98.44,1
5962,13558,1083,Grocery,1,441.68,0
5963,7920,1072,Beverages,3,291.96,0
5964,1645,1002,Snacks,2,331.1,1
5965,8765,1078,Personal Care,4,299.6,0
5966,4405,1066,Grocery,4,266.27,0
5967,12052,1081,Dairy,4,344.12,0
5968,3276,1080,Beverages,1,433.2,0
5969,4340,1025,Beverages,4,312.79,0
5970,19910,1015,Grocery,4,480.57,1
5971,159,1018,Snacks,1,73.59,0
5972,5933,1027,Grocery,1,271.01,0
5973,16145,1034,Personal Care,3,449.09,0
5974,16794,1056,Snacks,4,186.98,0
5975,18023,1015,Beverages,3,90.95,0
5976,4409,1048,Dairy,2,46.2,0
5977,3226,1073,Dairy,4,35.5,0
5978,7656,1057,Snacks,4,340.65,0
5979,2131,1063,Personal Care,2,220.82,0
5980,16501,1031,Personal Care,1,67.82,0
5981,6152,1095,Dairy,4,430.23,0
5982,14754,1012,Grocery,4,409.2,0
5983,16157,1069,Beverages,1,197.62,0
5984,5481,1032,Snacks,4,154.16,0
5985,17123,1011,Dairy,4,484.5,0
5986,2444,1011,Snacks,4,437.19,1
5987,9118,1050,Personal Care,2,131.53,0
5988,9602,1087,Beverages,4,490.82,0
5989,4397,1097,Beverages,4,152.58,0
5990,4239,1024,Grocery,2,73.56,0
5991,17947,1068,Dairy,3,283.26,0
5992,11728,1064,Personal Care,3,254.96,0
5993,5453,1011,Snacks,4,383.93,0
5994,8524,1025,Grocery,1,65.59,0
5995,9950,1045,Personal Care,4,241.52,0
5996,5414,1011,Snacks,2,128.04,1
5997,7964,1068,Grocery,3,152.55,0
5998,18889,1099,Snacks,1,470.21,0
5999,9563,1035,Beverages,1,348.5,0
6000,14816,1085,Grocery,1,319.61,0
6001,4432,1063,Beverages,4,216.09,0
6002,16672,1082,Grocery,4,84.36,0
6003,3311,1030,Snacks,1,479.67,0
6004,10044,1077,Dairy,4,43.0,0
6005,13187,1056,Grocery,4,296.95,0
6006,1343,1087,Grocery,3,447.52,0
6007,18072,1057,Personal Care,3,455.92,0
6008,14350,1036,Dairy,1,219.84,0
6009,13204,1071,Dairy,1,222.81,0
6010,2046,1055,Snacks,2,326.64,0
6011,12283,1079,Dairy,1,125.83,0
6012,7949,1082,Snacks,2,57.93,0
6013,17944,1063,Snacks,1,310.58,0
6014,15795,1018,Beverages,4,252.42,1
6015,9420,1079,Snacks,2,233.05,0
6016,11282,1015,Personal Care,1,251.61,0
6017,3801,1009,Beverages,4,91.3,0
6018,4150,1012,Personal Care,2,394.41,0
6019,19947,1041,Personal Care,4,473.18,1
6020,14925,1050,Dairy,4,368.83,0
6021,650,1087,Beverages,3,498.19,0
6022,16344,1022,Beverages,1,353.57,0
6023,19455,1032,Beverages,4,42.48,0
6024,9677,1075,Personal Care,3,31.6,0
6025,14860,1005,Personal Care,4,162.96,0
6026,4015,1030,Snacks,2,352.6,0
6027,2977,1009,Snacks,2,63.19,0
6028,4160,1043,Grocery,3,428.85,0
6029,3801,1063,Personal Care,4,343.67,0
6030,8150,1035,Beverages,1,161.26,0
6031,18047,1041,Dairy,1,212.75,0
6032,14495,1091,Snacks,2,293.92,0
6033,8226,1027,Dairy,2,110.39,0
6034,3805,1012,Snacks,4,137.6,0
6035,12226,1028,Grocery,2,269.4,0
6036,10678,1097,Grocery,2,476.91,0
6037,15718,1062,Dairy,2,238.0,0
6038,18973,1072,Beverages,2,445.1,0
6039,717,1098,Dairy,4,359.45,0
6040,13686,1040,Dairy,2,200.91,0
6041,13470,1047,Dairy,2,464.41,0
6042,8639,1099,Snacks,3,396.79,0
6043,13688,1079,Personal Care,1,305.39,0
6044,8034,1042,Personal Care,3,174.77,0
6045,7177,1092,Snacks,4,232.59,0
6046,7451,1003,Snacks,1,175.75,0
6047,3147,1006,Personal Care,3,181.01,0
6048,4017,1007,Snacks,3,148.33,0
6049,12450,1024,Dairy,3,419.51,0
6050,3977,1038,Beverages,3,369.36,0
6051,179,1079,Personal Care,3,44.86,0
6052,8738,1054,Grocery,4,104.93,0
6053,4035,1077,Dairy,3,64.23,0
6054,5884,1058,Beverages,2,206.06,0
6055,15742,1079,Snacks,3,399.03,0
6056,18538,1047,Dairy,2,101.32,0
6057,13196,1075,Snacks,1,73.5,0
6058,1311,1008,Dairy,2,197.02,0
6059,12701,1092,Personal Care,4,130.14,0
6060,11315,1045,Snacks,4,409.42,0
6061,2243,1069,Dairy,4,306.38,1
6062,1638,1097,Grocery,1,78.77,0
6063,10681,1099,Personal Care,1,38.27,0
6064,4447,1037,Personal Care,2,126.23,0
6065,206,1091,Grocery,3,121.23,0
6066,13910,1008,Beverages,4,380.32,0
6067,19234,1017,Grocery,2,346.87,0
6068,11787,1081,Snacks,3,88.92,0
6069,17364,1075,Grocery,4,50.69,0
6070,4716,1059,Beverages,3,315.51,0
6071,19748,1094,Snacks,2,263.87,0
6072,2870,1061,Beverages,3,140.58,0
6073,5335,1054,Personal Care,2,75.44,0
6074,2553,1025,Dairy,3,261.12,0
6075,3955,1008,Dairy,1,242.98,0
6076,14644,1039,Personal Care,3,415.65,0
6077,16028,1016,Grocery,3,385.63,0
6078,3214,1004,Beverages,4,388.42,0
6079,18469,1021,Beverages,2,270.49,0
6080,10590,1069,Dairy,3,275.11,0
6081,3650,1012,Dairy,2,482.69,0
6082,11542,1077,Beverages,3,403.3,0
6083,14294,1091,Dairy,1,499.9,0
6084,10233,1075,Personal Care,1,159.5,0
6085,4611,1078,Snacks,4,345.96,0
6086,7231,1028,Dairy,1,262.26,1
6087,1707,1003,Personal Care,3,92.29,0
6088,14595,1046,Grocery,3,169.29,0
6089,1959,1092,Dairy,4,92.25,1
6090,19153,1084,Snacks,3,410.66,0
6091,10417,1034,Dairy,3,468.56,0
6092,16061,1008,Dairy,1,390.85,0
6093,2620,1035,Beverages,3,479.92,0
6094,7382,1080,Personal Care,2,267.06,0
6095,8299,1052,Grocery,4,366.16,0
6096,19052,1067,Beverages,3,453.33,0
6097,10880,1043,Snacks,1,51.23,0
6098,4395,1043,Snacks,3,223.79,0
6099,19674,1073,Dairy,4,50.28,0
6100,10053,1055,Grocery,2,205.57,0
6101,6515,1085,Personal Care,4,200.75,0
6102,9536,1011,Grocery,3,63.77,0
6103,15259,1019,Beverages,4,296.45,0
6104,13772,1054,Grocery,4,180.49,0
6105,9201,1077,Dairy,1,223.14,0
6106,18992,1022,Snacks,4,470.96,0
6107,15164,1081,Beverages,1,410.3,0
6108,14756,1073,Grocery,1,113.86,0
6109,1430,1003,Personal Care,1,325.12,0
6110,14966,1076,Dairy,4,366.31,0
6111,15350,1031,Grocery,3,161.66,0
6112,5361,1076,Grocery,1,404.33,0
6113,16866,1087,Beverages,4,496.22,0
6114,12046,1001,Beverages,1,283.31,0
6115,8803,1038,Snacks,1,306.55,0
6116,5825,1081,Beverages,3,123.3,0
6117,18338,1090,Dairy,4,422.28,0
6118,4657,1098,Personal Care,4,183.66,0
6119,14636,1080,Beverages,3,255.88,0
6120,6072,1064,Personal Care,2,111.68,0
6121,8547,1018,Dairy,2,455.65,0
6122,18999,1057,Snacks,2,277.68,0
6123,7828,1079,Dairy,1,202.29,0
6124,2578,1062,Dairy,4,187.56,0
6125,2739,1079,Dairy,2,282.8,0
6126,3365,1021,Personal Care,3,93.32,0
6127,8915,1082,Dairy,3,274.21,0
6128,8631,1046,Grocery,3,479.03,0
6129,6527,1053,Dairy,3,184.08,0
6130,3113,1004,Snacks,4,130.42,0
6131,19490,1099,Beverages,4,298.2,0
6132,5263,1007,Dairy,3,225.65,1
6133,11390,1074,Personal Care,2,93.72,0
6134,15649,1078,Personal Care,3,67.53,0
6135,15102,1033,Dairy,1,491.81,1
6136,68,1002,Personal Care,1,74.18,0
6137,11266,1079,Personal Care,3,338.79,0
6138,15173,1084,Dairy,4,90.96,0
6139,6231,1056,Dairy,1,436.78,0
6140,9659,1071,Dairy,3,382.25,1
6141,9854,1070,Snacks,2,401.27,0
6142,2993,1002,Dairy,3,202.87,0
6143,12188,1097,Grocery,2,206.14,0
6144,18479,1022,Grocery,3,343.09,0
6145,1927,1082,Personal Care,3,162.25,0
6146,3507,1046,Personal Care,3,281.5,0
6147,457,1098,Beverages,4,132.68,0
6148,5008,1096,Beverages,2,494.42,0
6149,18906,1008,Grocery,1,413.29,0
6150,19086,1086,Grocery,1,465.02,0
6151,3505,1099,Personal Care,1,477.87,0
6152,8099,1019,Dairy,4,492.48,0
6153,14280,1055,Snacks,3,418.36,0
6154,13621,1071,Personal Care,2,259.82,0
6155,1183,1050,Dairy,3,271.0,0
6156,9373,1011,Snacks,4,63.16,0
6157,2140,1094,Personal Care,3,227.95,0
6158,6144,1059,Personal Care,2,124.98,0
6159,13667,1057,Snacks,3,94.35,0
6160,12511,1037,Beverages,3,38.27,0
6161,17553,1062,Grocery,2,447.77,0
6162,15023,1034,Beverages,4,263.42,0
6163,12806,1035,Dairy,3,175.39,0
6164,12517,1024,Personal Care,3,195.64,0
6165,6744,1072,Dairy,1,204.81,0
6166,2677,1015,Personal Care,4,207.19,0
6167,13326,1038,Personal Care,2,334.08,0
6168,18142,1016,Snacks,2,349.78,0
6169,2236,1098,Personal Care,4,425.09,0
6170,890,1034,Grocery,3,219.73,0
6171,11884,1037,Personal Care,2,381.36,1
6172,2388,1031,Beverages,3,287.37,0
6173,16514,1048,Snacks,1,306.1,0
6174,19831,1026,Beverages,2,351.4,0
6175,7518,1091,Beverages,4,443.82,1
6176,3084,1020,Snacks,4,94.33,0
6177,4541,1021,Beverages,4,380.87,0
6178,11172,1036,Personal Care,1,279.37,0
6179,764,1003,Beverages,2,214.97,0
6180,9908,1079,Snacks,2,30.43,0
6181,6923,1030,Grocery,3,103.77,0
6182,7148,1014,Personal Care,3,368.03,0
6183,16602,1058,Beverages,3,217.14,0
6184,813,1081,Personal Care,4,76.08,0
6185,17940,1066,Personal Care,2,50.09,0
6186,3012,1082,Personal Care,1,66.77,0
6187,9667,1078,Grocery,2,94.21,0
6188,19786,1039,Grocery,3,237.81,0
6189,13713,1072,Personal Care,3,123.75,0
6190,3626,1001,Personal Care,3,172.25,0
6191,9671,1050,Grocery,1,44.65,0
6192,6827,1010,Dairy,4,457.01,0
6193,480,1059,Grocery,4,349.85,0
6194,6709,1072,Personal Care,3,293.11,0
6195,386,1011,Snacks,1,144.76,0
6196,14805,1037,Dairy,3,93.65,0
6197,12564,1071,Personal Care,3,266.22,0
6198,9381,1039,Grocery,3,192.98,0
6199,6923,1068,Beverages,2,174.41,0
6200,46,1017,Personal Care,2,162.89,0
6201,13461,1008,Grocery,1,302.9,0
6202,6512,1005,Snacks,3,247.63,0
6203,16489,1044,Personal Care,1,297.9,0
6204,18535,1095,Dairy,1,231.0,0
6205,10306,1030,Beverages,3,404.87,1
6206,17834,1053,Personal Care,4,302.84,0
6207,3540,1082,Beverages,3,52.28,0
6208,10519,1089,Dairy,1,247.27,0
6209,16700,1046,Beverages,4,178.47,0
6210,18073,1009,Grocery,4,339.82,0
6211,8424,1017,Beverages,3,280.89,0
6212,4156,1043,Personal Care,2,443.74,1
6213,3988,1023,Snacks,3,170.4,0
6214,7541,1031,Dairy,3,47.42,0
6215,3201,1038,Snacks,4,337.07,0
6216,2366,1089,Grocery,2,285.4,0
6217,18351,1020,Beverages,3,363.94,1
6218,13972,1065,Grocery,3,362.72,0
6219,10824,1099,Snacks,2,397.24,0
6220,19969,1039,Beverages,4,312.82,0
6221,6729,1099,Grocery,3,144.6,0
6222,14451,1008,Personal Care,2,365.8,0
6223,3234,1041,Dairy,3,80.57,0
6224,12970,1024,Beverages,2,261.18,0
6225,19211,1027,Beverages,4,435.0,0
6226,4347,1034,Personal Care,4,407.09,0
6227,16369,1095,Snacks,4,473.23,0
6228,651,1039,Dairy,4,272.45,0
6229,7637,1057,Grocery,1,59.89,0
6230,10289,1077,Grocery,1,413.67,0
6231,8327,1002,Personal Care,3,422.33,0
6232,439,1092,Grocery,3,103.76,0
6233,12207,1043,Beverages,3,88.74,0
6234,9970,1039,Snacks,1,414.47,0
6235,15468,1073,Grocery,2,377.57,0
6236,6481,1034,Beverages,4,85.0,0
6237,11738,1077,Dairy,2,184.05,0
6238,1255,1053,Snacks,3,214.89,0
6239,16406,1029,Grocery,3,238.93,0
6240,11282,1044,Beverages,3,204.9,0
6241,3931,1093,Personal Care,2,174.2,0
6242,3465,1056,Dairy,4,388.91,0
6243,5670,1002,Dairy,2,470.81,0
6244,6827,1058,Beverages,3,109.44,0
6245,7046,1015,Beverages,2,231.18,0
6246,19703,1045,Personal Care,3,349.23,0
6247,13322,1040,Grocery,4,213.85,1
6248,11483,1078,Personal Care,3,216.68,0
6249,18523,1045,Grocery,4,319.73,0
6250,14245,1038,Personal Care,2,446.14,0
6251,2941,1090,Dairy,2,185.47,0
6252,1378,1013,Dairy,2,307.13,0
6253,19197,1089,Grocery,2,341.91,0
6254,15403,1055,Personal Care,1,195.48,0
6255,3337,1019,Dairy,1,37.4,0
6256,18071,1001,Personal Care,1,113.29,1
6257,11456,1004,Beverages,1,169.7,0
6258,2271,1066,Snacks,1,397.68,0
6259,2198,1053,Personal Care,4,423.5,0
6260,16589,1055,Beverages,2,205.35,1
6261,13915,1022,Snacks,1,164.69,0
6262,7859,1014,Personal Care,1,452.61,1
6263,7496,1036,Personal Care,1,154.51,0
6264,14168,1042,Grocery,4,63.08,0
6265,18653,1038,Snacks,3,349.23,0
6266,16395,1040,Dairy,1,249.68,0
6267,2049,1072,Snacks,1,54.91,0
6268,1389,1080,Personal Care,1,149.51,0
6269,17741,1038,Grocery,3,324.1,0
6270,108,1029,Personal Care,4,92.75,0
6271,16783,1022,Personal Care,2,416.8,0
6272,4372,1047,Snacks,4,448.77,1
6273,6514,1027,Dairy,1,481.22,0
6274,3621,1069,Personal Care,3,121.37,0
6275,4346,1046,Beverages,4,407.92,1
6276,7351,1096,Dairy,3,216.71,0
6277,10869,1024,Personal Care,2,160.43,0
6278,14606,1071,Grocery,2,76.19,0
6279,16560,1001,Snacks,4,160.13,0
6280,17994,1078,Snacks,2,126.09,0
6281,2270,1005,Dairy,4,58.39,0
6282,3811,1031,Personal Care,4,108.86,1
6283,17886,1080,Snacks,3,363.92,0
6284,11157,1008,Dairy,1,457.57,0
6285,12062,1084,Snacks,1,181.5,0
6286,2749,1043,Snacks,3,377.42,0
6287,16858,1071,Personal Care,1,460.17,0
6288,19367,1082,Grocery,1,488.58,0
6289,15214,1031,Beverages,4,320.12,0
6290,10294,1088,Snacks,2,387.17,0
6291,5741,1096,Beverages,4,227.18,0
6292,7960,1069,Dairy,1,37.15,0
6293,6449,1060,Personal Care,3,262.58,0
6294,14095,1054,Grocery,1,244.29,0
6295,18809,1070,Personal Care,4,333.53,0
6296,1765,1010,Personal Care,1,411.94,0
6297,6973,1002,Beverages,2,498.43,0
6298,19515,1042,Beverages,2,492.17,0
6299,18280,1084,Dairy,1,420.48,0
6300,18275,1015,Dairy,1,99.64,0
6301,5150,1098,Dairy,1,450.33,0
6302,14991,1012,Snacks,1,406.39,0
6303,18190,1096,Dairy,2,464.02,0
6304,4915,1077,Beverages,3,46.34,0
6305,2948,1079,Snacks,1,396.4,0
6306,8918,1067,Grocery,2,401.99,0
6307,16316,1054,Snacks,1,166.65,0
6308,3054,1019,Grocery,1,61.88,0
6309,10495,1065,Grocery,3,472.04,0
6310,14425,1026,Snacks,2,210.52,0
6311,13620,1042,Personal Care,3,209.44,0
6312,4312,1096,Personal Care,1,71.2,0
6313,6954,1017,Personal Care,4,494.86,0
6314,13084,1058,Snacks,4,183.92,0
6315,14088,1074,Personal Care,3,116.81,0
6316,528,1045,Dairy,2,440.99,0
6317,6511,1028,Snacks,3,155.49,0
6318,3331,1070,Beverages,1,45.33,0
6319,6304,1022,Personal Care,4,476.22,0
6320,3043,1043,Snacks,2,235.78,0
6321,9555,1009,Beverages,3,225.68,0
6322,8115,1049,Dairy,3,339.8,1
6323,3913,1048,Snacks,3,167.45,0
6324,281,1071,Snacks,4,228.64,0
6325,9582,1015,Grocery,1,371.97,0
6326,18116,1008,Beverages,4,274.99,0
6327,8098,1024,Grocery,3,309.17,0
6328,19106,1015,Grocery,3,177.04,0
6329,12715,1008,Beverages,4,133.08,0
6330,19435,1022,Snacks,3,217.43,0
6331,4314,1097,Beverages,1,352.11,0
6332,661,1074,Grocery,4,411.36,0
6333,19116,1001,Snacks,3,159.43,0
6334,9494,1096,Personal Care,3,37.56,0
6335,3700,1026,Dairy,4,184.0,1
6336,19742,1076,Grocery,2,416.92,0
6337,15069,1040,Dairy,2,233.78,0
6338,18540,1093,Grocery,4,210.68,0
6339,16725,1047,Dairy,1,52.87,0
6340,6730,1052,Personal Care,4,245.63,0
6341,3950,1077,Snacks,1,121.8,0
6342,10,1049,Snacks,3,65.55,0
6343,4741,1064,Beverages,1,459.95,0
6344,18383,1022,Beverages,4,99.85,1
6345,9445,1060,Grocery,3,359.87,0
6346,2910,1090,Beverages,1,288.47,0
6347,10848,1072,Beverages,4,308.69,0
6348,6115,1003,Dairy,3,114.7,0
6349,7870,1043,Snacks,2,193.45,0
6350,18325,1002,Personal Care,4,272.89,1
6351,2620,1092,Beverages,2,494.8,1
6352,16233,1052,Dairy,1,466.35,0
6353,3555,1023,Beverages,1,394.83,1
6354,16023,1055,Grocery,4,90.66,0
6355,13093,1019,Grocery,4,163.21,0
6356,10770,1059,Personal Care,3,195.49,0
6357,6167,1095,Snacks,4,254.95,0
6358,10160,1048,Personal Care,4,83.63,0
6359,7000,1007,Dairy,4,184.71,0
6360,14076,1065,Dairy,1,494.17,0
6361,14093,1026,Grocery,1,40.08,0
6362,14433,1088,Personal Care,1,105.85,0
6363,2100,1006,Grocery,1,404.59,0
6364,10390,1093,Snacks,4,492.66,0
6365,546,1083,Personal Care,3,83.57,0
6366,3944,1031,Dairy,2,107.42,0
6367,16375,1040,Personal Care,1,435.11,0
6368,16665,1063,Snacks,1,394.29,1
6369,16803,1079,Dairy,3,301.47,0
6370,4900,1046,Personal Care,1,472.59,1
6371,5068,1064,Personal Care,1,226.82,1
6372,9886,1005,Dairy,3,134.71,0
6373,6085,1079,Snacks,4,437.31,0
6374,14285,1071,Beverages,2,163.81,0
6375,14011,1033,Grocery,1,478.85,0
6376,10806,1002,Dairy,1,438.65,0
6377,9520,1034,Grocery,3,62.93,1
6378,7428,1032,Beverages,3,321.3,0
6379,695,1003,Beverages,2,468.32,0
6380,12262,1031,Personal Care,1,303.16,0
6381,19247,1030,Dairy,1,122.6,0
6382,18582,1057,Beverages,4,392.88,0
6383,2459,1038,Beverages,1,168.77,0
6384,19478,1066,Grocery,4,127.17,0
6385,15121,1088,Beverages,2,155.33,0
6386,15324,1030,Dairy,1,330.48,0
6387,8535,1063,Grocery,2,107.51,0
6388,12448,1001,Personal Care,1,397.94,0
6389,16681,1029,Personal Care,1,63.47,0
6390,1880,1012,Snacks,2,385.64,0
6391,3529,1044,Beverages,1,102.84,0
6392,12018,1044,Beverages,3,231.97,0
6393,8299,1006,Snacks,3,498.09,0
6394,9618,1072,Dairy,2,266.87,0
6395,1173,1040,Dairy,1,196.45,0
6396,2392,1018,Dairy,4,159.48,0
6397,9612,1011,Grocery,3,255.48,1
6398,12376,1005,Snacks,3,204.61,0
6399,10279,1043,Snacks,3,125.47,0
6400,18403,1064,Grocery,1,70.35,0
6401,7743,1087,Grocery,3,372.96,0
6402,4263,1078,Snacks,2,207.78,0
6403,16687,1087,Snacks,4,121.03,0
6404,18410,1052,Personal Care,2,457.78,0
6405,19851,1011,Snacks,4,124.5,0
6406,9926,1092,Beverages,2,328.21,0
6407,5287,1069,Grocery,2,240.51,0
6408,4939,1078,Snacks,4,455.41,0
6409,6498,1009,Snacks,4,226.74,1
6410,9962,1086,Snacks,2,200.92,0
6411,11097,1076,Grocery,1,163.31,0
6412,7903,1045,Personal Care,1,77.82,0
6413,7914,1051,Personal Care,1,318.14,0
6414,10065,1089,Beverages,1,417.41,0
6415,9384,1024,Beverages,3,207.5,0
6416,11089,1060,Grocery,2,112.9,0
6417,9207,1049,Grocery,2,173.07,0
6418,13801,1077,Snacks,4,128.17,0
6419,8800,1011,Snacks,1,380.41,0
6420,3357,1048,Grocery,2,315.42,1
6421,11452,1033,Personal Care,3,426.58,0
6422,16151,1050,Snacks,3,73.4,0
6423,2604,1036,Snacks,1,444.94,0
6424,14945,1002,Personal Care,3,341.37,0
6425,10644,1061,Dairy,3,433.16,0
6426,6576,1046,Personal Care,4,273.43,0
6427,4148,1074,Personal Care,2,141.1,0
6428,5412,1008,Personal Care,4,270.83,0
6429,3701,1036,Snacks,1,276.5,0
6430,17031,1081,Grocery,1,134.83,0
6431,4807,1091,Grocery,3,60.77,0
6432,3268,1002,Personal Care,2,252.11,0
6433,3180,1040,Snacks,2,303.22,0
6434,8567,1055,Dairy,1,410.3,0
6435,2287,1079,Snacks,3,374.08,1
6436,2663,1063,Personal Care,2,430.66,1
6437,4180,1018,Personal Care,2,210.96,0
6438,18368,1062,Dairy,2,494.49,1
6439,9533,1088,Grocery,2,316.8,0
6440,7960,1031,Dairy,3,173.33,0
6441,16759,1092,Personal Care,1,219.96,0
6442,3183,1059,Personal Care,2,441.89,0
6443,17263,1018,Beverages,3,206.17,0
6444,7704,1023,Snacks,2,286.38,0
6445,1712,1035,Grocery,4,120.16,0
6446,14500,1039,Beverages,1,262.95,0
6447,14081,1096,Personal Care,2,234.51,1
6448,15069,1009,Snacks,2,354.17,0
6449,6075,1044,Dairy,3,410.89,1
6450,9895,1037,Grocery,4,112.55,1
6451,12209,1022,Snacks,2,56.58,0
6452,15887,1055,Dairy,3,297.21,0
6453,8094,1089,Personal Care,1,134.56,0
6454,17954,1059,Dairy,3,285.64,0
6455,9223,1011,Dairy,2,414.82,0
6456,12453,1035,Grocery,4,397.74,0
6457,1054,1099,Grocery,1,206.15,0
6458,13994,1035,Grocery,1,328.96,0
6459,12640,1087,Grocery,2,461.71,1
6460,13349,1059,Grocery,4,129.5,0
6461,17085,1056,Grocery,4,371.52,1
6462,8069,1099,Beverages,2,142.07,1
6463,4510,1017,Snacks,4,322.23,0
6464,16987,1082,Grocery,3,249.81,0
6465,5093,1015,Grocery,2,125.65,0
6466,14931,1022,Snacks,3,39.87,0
6467,13013,1095,Personal Care,4,285.09,1
6468,17872,1057,Snacks,2,54.54,0
6469,13070,1027,Grocery,3,394.6,0
6470,19883,1069,Personal Care,2,183.6,0
6471,11476,1028,Snacks,3,68.27,0
6472,19883,1057,Grocery,3,106.68,0
6473,5698,1032,Beverages,4,131.44,0
6474,677,1045,Snacks,1,239.2,1
6475,10574,1067,Personal Care,3,269.82,0
6476,17424,1091,Grocery,2,375.02,0
6477,8152,1010,Dairy,2,154.17,0
6478,5889,1066,Snacks,1,240.47,0
6479,4147,1012,Personal Care,2,89.6,0
6480,15534,1095,Personal Care,1,238.58,0
6481,11987,1051,Grocery,1,489.15,0
6482,19935,1019,Grocery,4,51.43,0
6483,19696,1056,Beverages,2,49.9,1
6484,9618,1014,Dairy,3,128.52,0
6485,13854,1025,Snacks,4,351.59,0
6486,13108,1050,Personal Care,3,456.34,0
6487,13576,1053,Personal Care,2,341.06,0
6488,15752,1065,Snacks,2,123.0,0
6489,15582,1062,Personal Care,4,68.52,0
6490,14912,1057,Dairy,4,499.49,0
6491,7216,1091,Grocery,4,295.35,0
6492,5912,1060,Dairy,4,93.49,0
6493,7810,1050,Beverages,4,219.55,0
6494,18406,1012,Beverages,4,51.1,0
6495,3932,1012,Dairy,1,328.57,0
6496,7606,1089,Snacks,2,231.75,0
6497,10518,1028,Beverages,1,63.18,0
6498,2058,1080,Personal Care,2,129.11,0
6499,509,1087,Beverages,2,143.92,0
6500,7280,1097,Grocery,4,292.32,0
6501,583,1020,Dairy,2,483.71,0
6502,11433,1049,Grocery,2,473.3,0
6503,11208,1046,Snacks,3,335.79,0
6504,17536,1010,Dairy,2,139.71,0
6505,17175,1076,Personal Care,3,117.43,0
6506,7719,1091,Personal Care,1,493.91,0
6507,16945,1062,Dairy,3,311.24,0
6508,18790,1008,Dairy,2,257.26,0
6509,17766,1092,Dairy,4,98.53,0
6510,6233,1009,Beverages,4,126.95,0
6511,7145,1032,Grocery,4,142.06,1
6512,9687,1091,Beverages,3,113.25,0
6513,18170,1024,Snacks,2,134.28,0
6514,1675,1096,Personal Care,3,154.17,0
6515,4500,1040,Snacks,3,255.22,0
6516,2119,1030,Snacks,3,63.75,0
6517,14165,1084,Grocery,3,272.05,0
6518,12733,1003,Snacks,2,104.37,0
6519,9701,1033,Snacks,1,357.31,0
6520,5737,1072,Snacks,2,46.1,0
6521,3996,1045,Grocery,4,108.13,0
6522,12377,1056,Beverages,1,321.46,0
6523,6649,1042,Dairy,3,459.02,0
6524,4539,1047,Dairy,4,471.48,0
6525,3459,1067,Personal Care,4,472.86,0
6526,9341,1015,Dairy,4,234.3,0
6527,4694,1013,Grocery,1,389.97,0
6528,19636,1067,Snacks,2,392.52,0
6529,11765,1069,Personal Care,4,227.1,0
6530,15116,1099,Personal Care,1,384.3,0
6531,964,1096,Beverages,2,185.83,0
6532,5428,1067,Dairy,2,63.03,0
6533,14365,1005,Beverages,2,116.39,0
6534,9497,1004,Personal Care,3,133.45,0
6535,9699,1036,Personal Care,3,247.26,0
6536,3781,1044,Personal Care,4,87.18,0
6537,14697,1064,Beverages,2,394.44,0
6538,8364,1062,Dairy,3,166.94,0
6539,16145,1025,Dairy,3,264.01,0
6540,2398,1062,Beverages,4,251.4,0
6541,740,1020,Grocery,3,439.02,0
6542,17117,1021,Beverages,4,435.32,0
6543,1015,1075,Dairy,2,173.39,1
6544,5089,1043,Dairy,3,211.9,0
6545,16053,1078,Snacks,1,198.26,1
6546,532,1079,Dairy,4,418.8,0
6547,10590,1027,Snacks,3,45.36,0
6548,6337,1095,Personal Care,2,446.8,0
6549,14842,1069,Snacks,3,111.24,0
6550,16441,1005,Personal Care,3,128.15,0
6551,2009,1025,Beverages,1,254.08,0
6552,2628,1074,Dairy,2,362.63,0
6553,14885,1039,Dairy,4,199.22,0
6554,9528,1047,Snacks,2,302.61,0
6555,15564,1055,Grocery,3,415.72,0
6556,2298,1032,Grocery,2,69.76,0
6557,10635,1060,Personal Care,4,469.13,0
6558,6301,1029,Grocery,1,67.14,0
6559,11457,1084,Beverages,1,101.77,0
6560,2740,1080,Grocery,4,80.03,1
6561,16234,1022,Personal Care,1,420.26,0
6562,271,1028,Beverages,2,222.44,1
6563,3620,1017,Personal Care,1,265.58,1
6564,9508,1017,Beverages,2,42.72,0
6565,18185,1073,Beverages,3,255.92,0
6566,13883,1090,Dairy,4,253.17,0
6567,10154,1094,Beverages,4,63.12,0
6568,19312,1022,Beverages,3,304.73,0
6569,5335,1065,Grocery,2,72.88,0
6570,6041,1002,Dairy,1,362.19,0
6571,1362,1018,Snacks,1,160.7,0
6572,5511,1065,Dairy,2,91.94,0
6573,12774,1070,Personal Care,1,389.58,0
6574,7499,1081,Personal Care,3,446.66,0
6575,13925,1005,Beverages,2,165.63,0
6576,18938,1011,Grocery,2,121.66,0
6577,1342,1077,Grocery,4,340.53,1
6578,1615,1018,Snacks,4,397.89,1
6579,6000,1062,Beverages,1,172.52,0
6580,16424,1007,Personal Care,1,460.92,0
