order_id,user_id,order_date,order_time,order_value,delivery_time_minutes,delivery_status,payment_method,discount_applied,order_rating,is_returned
4137,3326,2024-09-05,0 days 09:58:09,321.94,29,Delivered,Card,100,4,0
4138,1404,2024-10-30,0 days 15:33:57,587.68,15,Delivered,UPI,50,4,0
4139,3321,2024-12-06,0 days 11:11:50,167.46,29,Delivered,Wallet,0,2,0
4140,870,2024-12-22,0 days 07:24:44,862.58,20,Delivered,Card,100,4,0
4141,1084,2024-09-28,0 days 04:16:18,1408.06,36,Delivered,Card,0,5,0
4142,974,2024-10-07,0 days 00:39:15,942.13,23,Delivered,UPI,0,2,0
4143,1226,2024-08-15,0 days 17:34:46,648.29,17,Delivered,Wallet,100,5,0
4144,1803,2024-08-22,0 days 16:04:40,117.87,41,Delivered,UPI,150,5,0
4145,2965,2024-06-04,0 days 06:35:58,266.77,40,Delivered,Card,50,4,0
4146,1189,2024-10-17,0 days 22:33:40,48.72,21,Delayed,Wallet,50,5,0
4147,3444,2024-03-08,0 days 14:48:42,248.68,39,Delivered,Wallet,50,5,0
4148,3935,2024-06-05,0 days 16:19:45,449.58,30,Delivered,Wallet,100,4,0
4149,4410,2024-03-28,0 days 21:24:40,634.4,22,Delivered,Wallet,150,5,0
4150,1322,2024-05-13,0 days 01:52:17,307.38,32,Delivered,UPI,0,3,0
4151,2024,2024-04-26,0 days 20:24:25,560.81,33,Delivered,Wallet,0,3,0
4152,4732,2024-09-04,0 days 18:22:24,450.75,19,Delayed,Card,100,1,0
4153,4513,2024-07-09,0 days 22:55:31,194.78,26,Delayed,Wallet,50,1,0
4154,439,2024-05-27,0 days 12:44:00,172.37,26,Delivered,COD,50,4,0
4155,165,2025-01-29,0 days 00:04:00,644.48,39,Delivered,COD,0,4,0
4156,3338,2024-01-25,0 days 00:34:12,491.0,17,Delivered,COD,50,5,0
4157,3351,2024-03-16,0 days 01:28:54,316.18,34,Delivered,Card,0,3,0
4158,988,2024-06-29,0 days 17:46:14,77.69,30,Delivered,Wallet,0,5,0
4159,2530,2024-05-25,0 days 21:08:52,736.96,25,Delivered,COD,0,4,0
4160,4613,2024-08-21,0 days 05:47:53,168.29,42,Delivered,COD,100,5,0
4161,4178,2024-03-26,0 days 16:19:18,519.15,20,Delivered,Wallet,50,5,0
4162,4215,2024-11-12,0 days 23:19:56,256.89,9,Delivered,COD,150,4,0
4163,3846,2024-03-23,0 days 22:07:44,341.76,43,Delivered,COD,0,5,0
4164,1327,2024-12-30,0 days 15:55:52,512.17,29,Delivered,UPI,50,5,0
4165,3287,2024-10-01,0 days 08:52:23,36.14,27,Delivered,Card,100,4,0
4166,28,2024-05-26,0 days 19:10:52,190.36,14,Delivered,UPI,150,4,0
4167,2025,2024-04-03,0 days 15:03:17,476.74,19,Delivered,COD,100,2,0
4168,4594,2024-03-30,0 days 02:54:29,199.71,22,Delayed,Wallet,100,5,0
4169,194,2024-12-28,0 days 23:16:11,1030.15,36,Delivered,Card,50,4,0
4170,592,2024-12-20,0 days 15:09:39,602.42,15,Delayed,UPI,50,4,0
4171,2490,2024-12-07,0 days 04:30:48,273.64,30,Delivered,Wallet,0,5,0
4172,1858,2024-03-19,0 days 08:54:34,558.38,20,Delivered,COD,50,5,0
4173,113,2024-03-23,0 days 11:35:38,443.08,40,Delivered,COD,100,3,0
4174,1318,2024-05-01,0 days 10:03:19,636.05,12,Delayed,Card,50,5,0
4175,1738,2024-02-29,0 days 22:38:02,228.21,26,Delivered,UPI,0,4,0
4176,2062,2024-01-22,0 days 07:43:50,31.99,14,Delivered,UPI,100,4,0
4177,1691,2024-06-11,0 days 01:14:42,97.84,11,Delayed,UPI,50,4,1
4178,3669,2024-10-21,0 days 01:44:12,336.64,44,Delivered,COD,50,2,0
4179,1395,2024-03-05,0 days 00:54:31,466.3,16,Delivered,Wallet,50,4,1
4180,3169,2024-08-13,0 days 07:43:48,304.64,26,Delivered,UPI,0,2,0
4181,3560,2024-05-13,0 days 16:55:55,225.62,32,Delivered,UPI,0,2,0
4182,2237,2024-07-08,0 days 03:00:04,779.96,8,Delivered,UPI,50,5,0
4183,3884,2024-04-04,0 days 08:27:35,199.19,11,Delivered,UPI,50,5,0
4184,3252,2024-04-15,0 days 11:53:25,107.2,25,Delivered,Card,50,2,0
4185,3933,2024-10-14,0 days 00:58:28,247.69,14,Delivered,Wallet,100,5,0
4186,3015,2024-12-28,0 days 11:02:24,394.95,26,Delivered,Wallet,0,1,0
4187,3487,2024-01-18,0 days 05:37:56,808.35,30,Delivered,Wallet,100,5,0
4188,1129,2024-12-06,0 days 09:57:59,1221.27,35,Delivered,UPI,100,5,0
4189,1697,2024-06-11,0 days 05:45:01,322.59,36,Delayed,UPI,150,2,0
4190,133,2024-06-25,0 days 14:10:18,282.92,13,Delivered,COD,0,3,0
4191,4666,2024-03-16,0 days 14:42:04,785.37,34,Delivered,COD,50,1,0
4192,4221,2024-07-09,0 days 07:40:18,249.49,11,Delivered,COD,150,5,0
4193,3540,2024-08-17,0 days 17:06:09,115.45,30,Delayed,Card,50,4,0
4194,2989,2024-10-03,0 days 00:34:55,777.56,37,Delivered,Wallet,50,2,0
4195,4303,2024-03-24,0 days 12:26:40,783.8,31,Cancelled,Wallet,0,5,0
4196,3294,2024-09-30,0 days 20:42:34,170.37,39,Delivered,UPI,0,4,0
4197,312,2024-06-03,0 days 16:53:51,381.44,18,Delivered,Wallet,0,5,1
4198,2430,2024-03-03,0 days 10:24:23,260.82,37,Delayed,Wallet,0,4,0
4199,1786,2024-01-13,0 days 09:18:57,698.76,33,Delivered,UPI,0,5,0
4200,4392,2024-07-26,0 days 06:24:58,102.3,23,Delivered,Wallet,150,2,0
4201,402,2024-09-12,0 days 07:55:46,389.86,13,Delivered,Wallet,0,5,0
4202,1597,2025-01-28,0 days 20:46:40,444.47,32,Delivered,Wallet,50,5,0
4203,122,2024-03-15,0 days 13:23:23,228.56,27,Delivered,UPI,50,2,0
4204,751,2024-08-22,0 days 13:31:13,983.26,17,Delivered,Card,100,5,0
4205,106,2024-06-12,0 days 01:29:27,234.44,8,Delivered,Wallet,0,1,0
4206,1060,2024-03-20,0 days 08:28:45,165.57,18,Delivered,COD,100,5,0
4207,4168,2024-01-03,0 days 15:26:25,658.76,19,Delivered,Card,0,5,0
4208,4664,2025-01-13,0 days 05:50:14,270.5,27,Delayed,Card,50,4,0
4209,3239,2024-10-06,0 days 22:24:59,68.74,19,Delivered,UPI,50,5,0
4210,1245,2024-09-16,0 days 01:31:42,360.5,23,Delivered,Card,0,1,0
4211,76,2024-06-18,0 days 07:27:54,286.46,22,Delivered,COD,100,3,0
4212,1010,2024-11-27,0 days 04:02:56,574.76,33,Delivered,UPI,150,4,0
4213,3283,2024-12-27,0 days 14:28:43,37.05,18,Delayed,UPI,50,4,0
4214,2276,2024-05-31,0 days 07:55:05,467.78,10,Delivered,UPI,0,1,0
4215,3809,2024-08-30,0 days 13:14:20,622.33,9,Delivered,UPI,0,5,0
4216,453,2024-05-28,0 days 22:03:55,114.01,26,Delivered,UPI,0,3,0
4217,766,2025-01-21,0 days 05:00:26,552.64,39,Delivered,COD,150,5,0
4218,4583,2024-10-20,0 days 04:50:01,403.41,30,Delivered,Card,100,3,0
4219,2716,2024-12-07,0 days 17:30:35,243.67,31,Delivered,UPI,150,3,0
4220,1498,2024-03-16,0 days 14:46:34,339.2,20,Delivered,UPI,100,3,0
4221,3947,2024-10-16,0 days 19:45:53,136.33,8,Delivered,Wallet,50,5,1
4222,3733,2025-01-08,0 days 21:26:41,282.84,12,Cancelled,Wallet,150,4,0
4223,4926,2024-08-14,0 days 09:00:12,322.62,20,Delivered,UPI,100,4,0
4224,2839,2024-06-22,0 days 01:14:31,283.34,44,Delivered,Wallet,150,4,0
4225,490,2024-12-18,0 days 13:03:34,705.13,15,Delivered,Wallet,50,2,0
4226,2424,2024-02-27,0 days 13:50:38,404.25,37,Delivered,Card,100,5,0
4227,1936,2025-01-09,0 days 05:47:30,691.28,35,Delivered,COD,100,3,0
4228,2750,2024-09-02,0 days 05:43:54,281.72,36,Delivered,Card,100,5,0
4229,3297,2024-01-21,0 days 04:07:57,505.24,43,Delivered,Card,150,4,0
4230,4571,2024-03-12,0 days 21:48:25,393.14,27,Delivered,Wallet,50,5,0
4231,3692,2024-12-13,0 days 22:29:30,398.36,12,Delivered,Wallet,0,3,1
4232,1104,2024-10-09,0 days 19:51:31,723.44,14,Delivered,UPI,0,1,0
4233,1600,2024-02-29,0 days 03:22:11,152.79,37,Delivered,COD,50,4,0
4234,3282,2024-06-06,0 days 03:05:36,417.76,14,Delivered,Wallet,100,3,0
4235,3161,2024-01-13,0 days 23:43:39,359.58,18,Delivered,Wallet,50,1,0
4236,3946,2024-07-24,0 days 03:05:10,646.08,18,Delayed,Wallet,50,4,0
4237,226,2024-11-12,0 days 00:24:04,490.4,27,Delivered,Card,0,4,0
4238,4804,2024-04-22,0 days 22:22:24,469.48,40,Delivered,COD,100,1,0
4239,1715,2024-08-16,0 days 07:38:24,381.87,22,Delivered,UPI,150,4,0
4240,4150,2024-07-01,0 days 08:48:33,686.94,11,Delivered,Card,50,5,0
4241,2244,2024-02-17,0 days 08:26:13,801.03,17,Delivered,COD,0,5,0
4242,2893,2024-06-16,0 days 06:01:00,278.03,10,Delivered,Wallet,100,4,1
4243,2346,2024-01-29,0 days 13:25:08,375.0,31,Delivered,COD,50,4,0
4244,579,2024-11-07,0 days 05:46:11,1047.87,9,Delivered,Wallet,0,4,0
4245,1699,2024-11-24,0 days 03:52:07,125.61,30,Delivered,Card,50,1,0
4246,4596,2024-04-09,0 days 22:21:34,321.26,26,Delayed,Wallet,50,5,0
4247,2672,2024-10-25,0 days 05:54:12,91.37,15,Delivered,COD,150,4,0
4248,4302,2024-09-26,0 days 16:23:47,441.94,33,Delivered,UPI,50,5,0
4249,2928,2024-04-23,0 days 15:12:28,197.26,25,Delivered,Wallet,0,5,0
4250,279,2025-01-27,0 days 08:45:59,198.61,16,Delayed,COD,100,5,0
4251,1469,2024-05-22,0 days 21:52:27,96.78,43,Delivered,Card,0,5,0
4252,4773,2024-04-10,0 days 17:28:16,355.33,16,Delivered,Card,50,4,0
4253,941,2024-01-12,0 days 17:58:00,513.92,40,Delivered,Wallet,50,3,0
4254,2319,2024-02-12,0 days 07:30:25,129.5,18,Delivered,Wallet,100,5,0
4255,4537,2024-10-02,0 days 14:50:05,101.46,31,Delivered,COD,0,3,0
4256,1784,2024-08-16,0 days 19:55:35,484.75,31,Delivered,COD,50,3,0
4257,1876,2024-12-12,0 days 04:51:20,49.01,39,Delivered,Card,0,4,0
4258,4644,2024-12-09,0 days 04:49:13,540.4,40,Delivered,UPI,0,4,0
4259,3227,2024-02-14,0 days 15:34:15,582.6,24,Delivered,Card,100,4,0
4260,3729,2024-09-19,0 days 14:21:12,251.94,33,Delivered,Card,50,4,0
4261,986,2024-07-20,0 days 16:56:58,219.88,40,Delivered,UPI,100,5,0
4262,2820,2024-04-09,0 days 18:15:29,265.97,9,Delivered,Card,0,2,0
4263,3971,2024-09-08,0 days 03:37:27,156.85,9,Cancelled,COD,0,4,0
4264,2067,2024-06-11,0 days 23:06:12,213.35,21,Delivered,Card,0,4,0
4265,425,2024-11-04,0 days 04:46:18,416.11,28,Delivered,UPI,100,1,0
4266,2106,2024-11-05,0 days 04:28:02,476.41,30,Cancelled,COD,50,4,0
4267,2471,2024-09-18,0 days 17:42:33,202.09,29,Delivered,COD,0,4,0
4268,3795,2024-01-29,0 days 10:32:38,184.9,43,Delivered,Wallet,0,5,1
4269,2892,2024-12-07,0 days 11:24:10,277.49,8,Delivered,COD,100,4,0
4270,1684,2024-07-03,0 days 12:23:57,162.92,39,Delivered,Wallet,0,2,0
4271,3174,2024-07-22,0 days 20:12:59,400.72,36,Delivered,Wallet,0,5,0
4272,3148,2024-03-16,0 days 13:12:28,269.33,12,Delivered,COD,100,5,0
4273,4062,2025-01-01,0 days 02:02:44,159.88,43,Delivered,Wallet,0,4,0
4274,4052,2024-08-06,0 days 08:52:07,136.18,32,Delivered,Wallet,0,5,0
4275,3652,2024-07-08,0 days 14:48:44,320.99,29,Delivered,COD,0,5,0
4276,4162,2024-07-16,0 days 21:27:27,415.0,12,Delivered,Wallet,50,3,0
4277,4911,2024-07-09,0 days 23:07:20,504.11,10,Delayed,Wallet,50,5,0
4278,1175,2024-01-07,0 days 10:03:47,843.33,31,Delivered,Card,0,5,0
4279,2950,2024-05-25,0 days 00:39:29,191.18,40,Cancelled,Wallet,100,5,0
4280,1810,2024-06-25,0 days 05:14:12,272.18,35,Delivered,COD,0,5,0
4281,437,2024-06-28,0 days 12:05:53,755.04,28,Delivered,Wallet,50,2,0
4282,4886,2024-06-06,0 days 03:12:49,130.67,23,Delivered,UPI,50,5,0
4283,235,2024-08-16,0 days 05:40:21,179.96,18,Delivered,Card,0,3,0
4284,4771,2024-10-14,0 days 04:38:49,562.49,13,Delivered,UPI,0,3,0
4285,2146,2024-02-14,0 days 08:43:54,685.65,26,Delivered,Wallet,150,5,0
4286,3576,2024-04-20,0 days 14:06:56,1003.77,25,Delivered,Wallet,150,5,0
4287,4857,2025-01-07,0 days 14:43:45,924.87,17,Delivered,COD,50,4,0
4288,3562,2024-08-15,0 days 10:35:48,19.89,19,Delivered,UPI,0,4,0
4289,2475,2025-01-14,0 days 11:16:59,344.24,40,Delivered,UPI,0,5,0
4290,227,2024-07-31,0 days 07:34:42,453.01,22,Delivered,Card,0,4,0
4291,2611,2024-08-14,0 days 19:57:08,379.85,19,Delayed,COD,100,4,0
4292,2276,2024-05-27,0 days 09:38:00,651.44,12,Delayed,COD,0,5,0
4293,4802,2024-03-24,0 days 21:30:13,148.45,8,Delivered,Card,50,1,0
4294,1816,2025-01-07,0 days 17:28:46,330.01,41,Delivered,Wallet,150,4,0
4295,3855,2024-08-05,0 days 06:47:14,583.92,19,Delivered,UPI,150,3,0
4296,3996,2025-01-08,0 days 17:16:45,138.65,37,Delivered,Wallet,0,4,0
4297,1411,2024-07-31,0 days 16:25:53,183.1,18,Delivered,COD,50,1,0
4298,4765,2024-03-12,0 days 02:14:18,439.41,16,Delivered,Card,0,4,0
4299,3380,2024-10-27,0 days 10:40:48,439.2,14,Delivered,COD,0,1,0
4300,1846,2024-11-02,0 days 05:27:24,1037.92,24,Delivered,COD,0,4,1
4301,1338,2024-02-14,0 days 18:47:28,275.1,33,Delivered,Card,50,5,0
4302,118,2024-03-14,0 days 11:33:55,256.6,34,Delivered,Card,0,5,0
4303,1869,2024-04-16,0 days 17:41:51,675.11,40,Delivered,COD,0,5,0
4304,2098,2024-06-04,0 days 09:14:03,231.88,12,Delivered,UPI,50,5,0
4305,1814,2024-08-31,0 days 00:05:25,485.99,44,Delayed,COD,50,5,0
4306,1588,2024-09-25,0 days 15:47:18,453.67,16,Cancelled,Wallet,100,2,1
4307,3253,2024-06-20,0 days 23:39:43,587.61,30,Delivered,Card,0,5,0
4308,543,2024-02-03,0 days 11:20:07,557.99,37,Delivered,Card,50,4,0
4309,2375,2024-10-29,0 days 23:20:55,564.82,43,Delivered,Wallet,100,1,0
4310,1527,2025-01-22,0 days 22:35:53,427.46,8,Delayed,UPI,50,3,0
4311,3568,2024-07-11,0 days 05:43:57,563.82,15,Delivered,COD,150,2,0
4312,1270,2024-02-15,0 days 20:50:24,260.99,8,Delivered,Wallet,50,2,0
4313,602,2024-01-04,0 days 15:03:07,247.69,17,Delivered,Wallet,0,5,0
4314,3615,2024-07-28,0 days 18:00:43,737.45,14,Delivered,COD,0,5,0
4315,2150,2024-11-23,0 days 18:16:57,705.54,10,Delivered,UPI,50,1,0
4316,3302,2024-05-19,0 days 09:17:04,393.02,14,Delivered,COD,50,5,0
4317,388,2024-07-31,0 days 00:36:50,372.92,15,Delivered,Wallet,100,3,1
4318,3681,2024-03-30,0 days 08:50:51,242.95,41,Delivered,Card,0,5,0
4319,1603,2024-10-11,0 days 20:43:48,916.83,39,Delivered,Wallet,50,2,1
4320,3283,2024-08-24,0 days 11:10:36,38.74,39,Delivered,Card,150,5,0
4321,2697,2024-12-29,0 days 12:36:26,928.8,12,Delivered,COD,50,5,0
4322,4435,2024-10-17,0 days 23:41:29,201.48,34,Cancelled,UPI,100,1,0
4323,4152,2025-01-21,0 days 10:11:41,479.64,20,Delivered,Wallet,150,4,0
4324,3834,2024-03-11,0 days 15:41:47,369.65,19,Delivered,Wallet,100,4,0
4325,1306,2024-04-12,0 days 16:37:11,421.79,17,Delivered,COD,0,3,0
4326,717,2024-04-05,0 days 14:21:27,924.38,8,Delivered,COD,100,4,0
4327,3656,2024-07-14,0 days 17:24:35,260.82,28,Delivered,COD,0,5,0
4328,2992,2024-05-28,0 days 12:05:43,203.05,14,Delivered,Wallet,0,5,0
4329,314,2024-10-10,0 days 17:54:10,304.45,17,Delivered,COD,50,5,0
4330,2281,2024-09-08,0 days 17:50:15,198.36,24,Delivered,COD,50,2,0
4331,2623,2024-01-22,0 days 13:50:01,399.74,44,Delivered,COD,0,5,0
4332,888,2024-06-03,0 days 05:52:24,447.21,8,Delivered,COD,0,3,0
4333,4343,2024-10-26,0 days 23:40:11,408.86,20,Delivered,Card,0,4,0
4334,2490,2024-06-04,0 days 16:44:25,943.94,30,Delivered,Card,0,5,0
4335,1923,2024-09-09,0 days 14:29:33,214.04,35,Delivered,Card,0,3,0
4336,4030,2024-10-13,0 days 18:46:24,1489.55,26,Delayed,Wallet,0,2,0
4337,3064,2025-01-13,0 days 17:03:42,414.64,39,Delivered,Wallet,0,3,0
4338,161,2024-08-25,0 days 07:41:12,83.54,17,Delivered,Card,100,5,0
4339,2188,2024-04-24,0 days 19:40:59,166.59,25,Delivered,COD,0,4,0
4340,2352,2024-01-14,0 days 12:11:27,534.6,15,Delivered,Wallet,0,5,1
4341,1484,2024-01-02,0 days 00:31:34,756.08,23,Delivered,Wallet,150,4,0
4342,3893,2024-03-19,0 days 01:28:40,419.58,42,Delivered,COD,0,5,0
4343,1738,2024-05-14,0 days 10:12:24,136.11,24,Delivered,Card,0,4,0
4344,4221,2024-06-02,0 days 03:40:25,131.44,30,Delivered,UPI,0,4,0
4345,1909,2024-11-23,0 days 07:48:45,464.2,33,Delivered,COD,150,2,0
4346,1371,2024-11-21,0 days 01:54:47,178.61,30,Delivered,UPI,50,4,0
4347,1978,2024-08-29,0 days 17:37:28,87.62,30,Delivered,COD,50,5,0
4348,3396,2024-03-04,0 days 02:15:45,508.02,14,Delivered,Card,0,5,0
4349,2455,2024-11-30,0 days 05:42:41,231.79,19,Delivered,UPI,50,5,1
4350,4260,2024-12-06,0 days 09:16:10,335.4,29,Delivered,UPI,50,3,0
4351,4958,2024-05-27,0 days 23:47:55,217.72,24,Delivered,Wallet,50,5,0
4352,2288,2024-08-01,0 days 13:03:51,934.84,20,Delivered,UPI,100,5,0
4353,1237,2024-04-01,0 days 08:58:09,134.92,21,Cancelled,Wallet,0,5,0
4354,3175,2024-09-08,0 days 05:40:53,128.67,14,Delivered,Wallet,0,1,0
4355,1207,2024-12-18,0 days 13:26:29,666.45,26,Delivered,UPI,50,3,0
4356,505,2024-11-26,0 days 13:15:59,25.85,14,Delivered,Wallet,100,5,0
4357,3768,2024-05-05,0 days 10:35:02,1193.0,34,Delivered,UPI,50,3,0
4358,4621,2024-01-15,0 days 20:45:15,453.87,24,Delivered,Wallet,50,5,0
4359,1404,2024-03-02,0 days 05:43:38,620.89,41,Delayed,COD,0,5,0
4360,1768,2025-01-26,0 days 09:58:06,358.01,18,Delivered,Card,0,3,0
4361,3734,2024-05-21,0 days 00:18:03,125.48,16,Delayed,Wallet,0,4,0
4362,701,2024-09-09,0 days 13:57:16,488.05,10,Delivered,Card,50,5,0
4363,3205,2024-02-04,0 days 14:08:21,803.45,30,Delivered,UPI,0,5,0
4364,4146,2024-11-02,0 days 14:31:58,154.19,11,Delivered,COD,0,5,0
4365,3006,2025-01-16,0 days 16:23:19,302.09,23,Delivered,UPI,0,5,0
4366,4791,2024-07-04,0 days 19:11:22,177.7,28,Delivered,Wallet,0,1,0
4367,4122,2024-10-24,0 days 17:50:18,530.07,32,Delivered,Card,100,5,0
4368,4083,2024-09-03,0 days 09:28:38,472.88,12,Delivered,Wallet,100,4,0
4369,11,2024-10-16,0 days 05:06:18,1086.33,8,Delivered,Wallet,0,4,0
4370,4904,2024-08-11,0 days 03:55:40,193.43,39,Delivered,Card,0,5,0
4371,2059,2024-05-12,0 days 22:57:43,583.61,44,Delivered,UPI,50,4,1
4372,3678,2024-11-17,0 days 10:00:50,448.04,27,Delivered,Wallet,150,3,0
4373,2820,2024-12-17,0 days 14:48:05,604.87,18,Delivered,UPI,0,2,0
4374,973,2024-08-31,0 days 01:50:11,192.99,40,Delivered,Card,0,3,0
4375,3793,2024-12-21,0 days 12:02:04,61.21,43,Delivered,COD,150,3,0
4376,2455,2024-03-02,0 days 16:14:10,307.1,39,Delivered,UPI,0,5,0
4377,842,2024-07-10,0 days 14:36:19,336.18,26,Delivered,Card,100,4,0
4378,4455,2024-09-19,0 days 17:12:58,1037.37,25,Delivered,UPI,0,2,0
4379,285,2025-01-10,0 days 10:12:33,176.85,43,Delivered,COD,50,3,0
4380,2436,2024-10-21,0 days 06:09:00,510.65,31,Delayed,COD,50,1,0
4381,2832,2024-01-09,0 days 10:53:29,91.95,39,Delivered,UPI,0,5,0
4382,4521,2024-05-12,0 days 02:12:56,231.63,16,Delivered,Card,100,5,0
4383,1030,2024-03-24,0 days 05:42:17,159.23,31,Delivered,COD,100,5,0
4384,4452,2024-10-24,0 days 08:53:59,459.17,22,Delivered,UPI,50,5,0
4385,2967,2024-01-30,0 days 16:20:26,326.17,29,Delivered,UPI,150,5,0
4386,554,2024-03-15,0 days 18:44:45,381.64,41,Delivered,Card,50,4,0
4387,268,2024-06-12,0 days 16:36:27,175.76,17,Delivered,UPI,50,5,0
4388,1241,2024-08-24,0 days 06:04:37,54.31,9,Delivered,Wallet,100,4,0
4389,4160,2024-12-20,0 days 00:52:13,203.61,14,Delivered,UPI,50,5,0
4390,2490,2024-03-10,0 days 03:15:09,507.28,8,Delivered,Card,0,4,0
4391,2589,2024-07-01,0 days 00:35:34,559.5,16,Delivered,COD,0,3,0
4392,470,2024-03-24,0 days 09:16:18,395.49,33,Delivered,Card,0,5,0
4393,3288,2024-01-28,0 days 11:12:14,549.25,22,Delivered,Wallet,0,2,0
4394,3937,2024-05-19,0 days 16:14:51,150.04,29,Delayed,COD,0,4,0
4395,2020,2024-07-03,0 days 06:15:01,425.26,30,Delivered,Wallet,100,4,0
4396,2024,2024-08-02,0 days 09:05:31,649.67,10,Delivered,COD,0,4,1
4397,1590,2024-11-21,0 days 07:28:26,103.34,18,Delivered,Wallet,0,5,0
4398,4974,2024-07-01,0 days 09:48:49,215.83,29,Delivered,COD,0,2,0
4399,2061,2024-01-25,0 days 09:19:56,242.49,21,Delivered,UPI,50,5,1
4400,4318,2024-05-28,0 days 05:01:19,152.6,23,Cancelled,Card,0,4,0
4401,1420,2024-05-29,0 days 11:59:24,89.57,41,Delivered,Wallet,0,3,0
4402,881,2024-09-28,0 days 12:00:33,766.32,12,Delivered,COD,0,5,0
4403,839,2024-11-23,0 days 21:16:48,495.72,15,Delayed,COD,50,5,0
4404,752,2024-02-09,0 days 06:09:18,304.27,9,Delivered,COD,50,1,0
4405,270,2024-09-20,0 days 10:03:53,184.34,18,Delivered,Card,50,5,0
4406,3370,2024-04-09,0 days 13:43:37,92.89,30,Delivered,COD,50,5,1
4407,4828,2025-01-27,0 days 09:27:37,196.22,8,Delivered,Card,0,4,0
4408,4712,2024-11-17,0 days 10:36:19,625.3,17,Delivered,Card,100,5,0
4409,3504,2024-04-03,0 days 07:46:07,881.05,13,Delivered,COD,0,4,0
4410,3961,2025-01-26,0 days 22:53:12,786.84,10,Delayed,UPI,0,4,0
4411,2076,2024-02-18,0 days 15:05:44,195.18,26,Delivered,COD,150,4,0
4412,1313,2024-11-02,0 days 21:11:43,115.02,36,Delayed,UPI,150,5,0
4413,2285,2025-01-20,0 days 00:31:36,259.15,22,Delivered,Wallet,50,2,0
4414,384,2024-03-26,0 days 05:25:38,342.02,30,Delivered,Wallet,50,3,1
4415,4181,2024-10-05,0 days 16:10:33,385.68,15,Delivered,COD,150,3,0
4416,4342,2024-06-14,0 days 03:14:51,248.55,32,Delayed,Card,50,5,0
4417,2809,2024-06-10,0 days 23:12:11,157.76,31,Delivered,Wallet,50,3,0
4418,804,2024-12-16,0 days 06:20:18,756.26,19,Delayed,Card,0,4,0
4419,4336,2024-06-03,0 days 05:47:40,459.04,8,Cancelled,COD,50,3,0
4420,1097,2024-05-18,0 days 17:47:30,293.86,11,Cancelled,COD,0,4,0
4421,3743,2024-12-16,0 days 08:55:06,208.21,37,Delivered,Wallet,100,5,0
4422,4484,2024-12-23,0 days 06:52:41,180.93,41,Delivered,Card,50,4,0
4423,3720,2024-12-18,0 days 21:54:12,946.97,40,Delivered,Wallet,0,4,0
4424,4772,2024-07-04,0 days 21:35:33,35.59,37,Delivered,COD,0,5,1
4425,2697,2024-02-19,0 days 10:01:41,312.2,20,Delivered,COD,100,5,0
4426,4267,2024-09-30,0 days 23:22:26,798.39,37,Delivered,COD,150,2,0
4427,809,2024-10-23,0 days 00:53:33,390.78,26,Delivered,UPI,0,4,0
4428,2152,2024-06-29,0 days 18:54:13,627.93,27,Delivered,COD,0,4,0
4429,3294,2024-03-14,0 days 08:14:36,589.14,11,Delivered,Wallet,100,4,0
4430,1306,2024-01-07,0 days 03:07:20,659.4,30,Delivered,Card,50,5,0
4431,3460,2024-03-11,0 days 04:08:26,1648.58,32,Delivered,COD,0,2,0
4432,2420,2024-09-22,0 days 23:37:02,600.14,18,Delivered,Wallet,150,4,0
4433,4225,2024-05-24,0 days 05:33:22,72.98,38,Delivered,COD,0,2,0
4434,1197,2024-07-09,0 days 05:37:07,1099.98,19,Delivered,Card,50,5,0
4435,4568,2024-09-05,0 days 22:54:00,531.07,41,Delivered,COD,0,3,0
4436,3525,2024-07-29,0 days 00:10:54,602.81,37,Delivered,Wallet,50,4,0
4437,1526,2024-06-23,0 days 18:12:57,120.13,23,Cancelled,Card,50,5,1
4438,1600,2024-03-24,0 days 17:58:18,302.59,39,Delivered,COD,150,5,0
4439,1045,2024-02-22,0 days 22:21:08,861.18,43,Delivered,Wallet,50,5,0
4440,2154,2024-04-21,0 days 21:17:19,349.74,25,Delivered,UPI,0,4,0
4441,1868,2024-03-20,0 days 16:26:07,361.16,15,Delivered,Card,50,4,0
4442,1376,2024-09-14,0 days 03:38:55,771.63,38,Delivered,COD,0,4,0
4443,612,2024-04-23,0 days 18:37:29,43.37,43,Cancelled,UPI,50,5,0
4444,3317,2024-04-06,0 days 23:47:36,87.46,20,Cancelled,Card,100,5,0
4445,1599,2024-10-13,0 days 17:49:43,98.54,25,Delayed,Card,0,5,0
4446,4950,2024-11-10,0 days 02:37:52,345.46,42,Delivered,COD,0,5,0
4447,1978,2024-12-19,0 days 10:28:12,300.89,34,Delivered,UPI,0,5,0
4448,4398,2024-09-26,0 days 07:41:54,427.78,13,Delivered,UPI,50,5,0
4449,639,2024-09-29,0 days 11:26:19,74.99,17,Delivered,UPI,100,4,0
4450,4167,2024-12-30,0 days 16:52:18,285.8,44,Delivered,UPI,50,5,0
4451,1923,2024-10-09,0 days 14:46:01,222.74,14,Delivered,Wallet,50,3,0
4452,646,2024-12-25,0 days 12:26:07,771.92,23,Delayed,UPI,50,5,0
4453,4270,2025-01-22,0 days 07:23:28,142.3,9,Delivered,UPI,50,4,0
4454,1999,2024-02-28,0 days 06:33:30,268.84,32,Delivered,UPI,0,5,0
4455,90,2024-08-01,0 days 00:54:09,450.51,33,Delivered,COD,100,4,0
